input_text,encouragement_text
とてもつらいです。, ブスの25カ条22謙虚さがなく傲慢である。
仕事でも周りにどう思われてるのかなって不安になったり。, 我々は気持ちを楽にしてすでに決定されたことでもそれにあまり執着してはならぬ。
わたしはつい彼に先のビジョンがあると勘違い。, 勝つことがすべてではないのなら人はなぜスコアをつけるのをやめないのか。
自分は前の病棟スタッフからどう思われてたすか。, 気づけばいつも誰かに支えられてできた道をここまで歩いてきた。
体重もキロ増えて重いです。, 詩や彫刻や絵画に傑作がある如く人生そのものにも珠玉の傑作が存在する。
今月の終わりに彼と泊まりの予定があるのですがそれも難しいのでしょうか。, 立派な上司は権限の委譲の仕方を知っています。
それが不安です。, 本当の自分を隠し自分を実際以上に見せることはとても危険なことだよ。
そのきっかけはわかりますかちなみに今少し不安があり。, 我々は女性を解放したが女のほうは依然として主人を捜している奴隷だ。
職場では人間関係がネックです。,<unk> のための愛は愛にあらず愛は己の利を求めず。
好きとか付き合いたいとか言っててもちゃんと伝わってないってことですかね。, 私は新しいものが好き。思い出を懐かしんだりするのは好きじゃない。
だから答えられないという感じですか。, 嫉妬に対処する一番の方法はすぐに嫉妬という感情を察知して吐き出しちゃうこと。
復縁も難しいものでしょうか。, 後悔する。弱音もはく。だけど必ず前を向く。
それがネックになり決断出来ないと言われました。, 負ける喧嘩はするなが我が家の家訓。
どう思われてるのかもわからず。, 失敗者は一人としていないのだ。失敗を劇的なものとしてしてしまった自分の解釈がいけないのだ。
なんだかあまりよくないですね。, 物事に熱中している時は誰でも健康でいられる。
諦めてるんですか！。, 夢は自分から逃げない!いつも逃げるのは自分だ!夢は自分にしか言わない!いつもつかまえておくんだ。
生きることがしんどくなるときがあります。, 虎はなにゆえ強いと思うもともと強いからよ。
それ以来今日まで私が送ったのには返事が一切なくて。, 知を結集すれば少ない投資で付加価値の高い先端的な仕事ができる。
半ば嬉しそうに話していたのに呆れてしまいました。, 発明は全て苦しまぎれの智恵だ。アイデアは苦しんでいる人のみに与えられている特典である。
女性が多い環境でコミュニケーションに少し困っています。, 我々は自分に興味を持ってくれる人に対して興味を持つ。
遠回しがすぎるので。, 信じてない人間はいるものだしなんで信じてくれないんだって言っても仕方ないってこと。
彼が短気で私が堪忍袋がキレてしまいました！。, 世の中には濡れ手で粟を掴むような旨いことがそうザラにあるわけのものではない。
あ涙出てきたたぶん力いっぱい頑張れなかったら悔いが残ってるのかな。, 世の中で何よりも大切なものは自分自身であるがしかしそのように考えているのは自分だけではない。
疑心暗鬼になってしまいます。, 俺は生きなきゃいけないんだ。
人前で発表することがよくあるのですがプレッシャーで。, 顧客は常に新しいものを求める。
まだ会って二回目やのに。, 無実の人間なんていない。
私はそこまで今の彼氏に気持ちがなくてどうしていいか分からないです。, 我々は女性を平等に扱い女性の意見に耳を傾けるべきだ。
なんだか今日はちょっとお疲れ気味なのかあんまり元気がでません。, 私を静かにさせておいてくれ。
もう半分あきらめてました。, 自分がこのチームのキャプテンなんだからすべての責任を自分が背負って攻めよう。
私の何が原因なんでしょうか。, 他人の真似ではプライドを持てませんし自信を持って先に進めません。何か問題が起きた時には他人に責任転嫁をしてしまいます。
すぐ怒ったりイライラしたりです。, だいたい銀行や証券のような政府の保護を受けている業種が高給で学生を釣るのは問題ですよ。
彼を疑っているのではなくじぶんに自信が持てなくて。, 何事もはじめてやる事が大変。
不倫で可哀想なのもあって。, 私は間違っているが世間はもっと間違っている。
縁をつなげたままやと私の好きな気持ちが消えないというか苦しいんですよね。,
悲しい事実です！。, 人と同じだと叱られる。
私が会いたいと時間作ってと言っても作ってくれないと思うんですよね。, 喧嘩というものは自分本位にやるべきものでいいたいことをいってこちらの溜飲が下がればそれで最上としなければならない。
断られたことないから不安です。, 失恋くらいで自殺をするのはやめなさい。その理由は十年後にわかるだろう。
最終的にダメになるて事ですね。, 俺たちは破壊者だ。救済者じゃないんだぜ。
私が会う直前に危篤とのことお会いできませんでした。, 命を狙われるくらいの事をせんと日本は変わらんぜよ。
待ち疲れてたのかも。, 知恵は知識に勝る。
お互いイライラしたりしていないか。, 世の中には色んな問題が溢れているわけですがその全てを一つの宗教宗派の枠組みの中で解決していこうという事はとても無理な話であります。
あ応えられないって事ですね。, 僕もう学校へ行かなくていいと思う。
じゃぁこのまま付き合っても意味ないですね。, 人は時を見ることなどできない。見ることができるのは時計なのである。
今日これから出かけるかどうかさえわからない。, 俺たちは記録で勝負するしかない。
それならそれであたし自身どうすればいいのか。, 雑用という用事はありません。用事があるのです。
今では普通に吸ってたりするのが嫌で。, が売れることよりもメンバーにご贔屓筋ができることが重要。
私の母親と仲良くできる自信がないみたいで。, 酒は人の心を喜ばす。そして喜びはすべての徳の母だ。
何か自分が最低人間に思えて自己嫌悪に落ちっぱなしなんです。, 幸せは物事を成し遂げる喜びと創造的な努力の中にある。
老後。ウチも不安ですが。。, 罪の報いは死なり。
そんな現状なんですが彼の気持ちはもう離れてしまいましたか。, 我々は心穏やかでいられるだろう。集団から離れているだけで。
料理を私ができるかも不安ですし。, 幸せは蝶々に似ている。追いかければ見失ってしまうがじっと座っていれば飛んできて止まるからだ。
もう忘れてしまいたい。, 無知というのはしばしば知識よりも確信に満ちている。
その方とうまくあまりいっていません。, アドバイスが歓迎されることはまずない。
あと前から気になってたんですけど彼あまり実家との関係ってよくないのでしょうか。, 夢を語って笑うならもっと胸張って堂々と高笑いするもんだぜ。
もうダメですね。, 知恵は知識に勝る。
なんせメンバーの予定が合いにくい。, 人にどう見えるかではない。自分がどうあるかだ。
つまり邪魔したい感じでしょうか。, 毎日をまったく違う人生と見なすべきだ。
でもめっちゃ気まずい感じで。, あなたの心を占めている精神的態度があなたの本当のボスです。心の観念が私たちの主人であり私たちの態度を決定します。
なんて伝えればストレスです。, 嫉妬に対処する一番の方法はすぐに嫉妬という感情を察知して吐き出しちゃうこと。
なかなか忙しい彼なので会えないのですが。, いいですか。あなたの遺伝子にはあなたが死ぬこともきちんとインプットされているんです。だからちゃんと死ぬんです。
私のことが怖いのでしょうか。, 泥棒も隠匿者もともに泥棒である。
音大なんて行ける実力ないしやめておけって言われそうで。, 世の中には才能が豊かな人もいる。しかし努力だけでは限界がある。
素直に喜びたいけど複雑です。, やっぱり勝負の世界というのは少しチンが上がるとダメだね。顎が上がると同時に体が前に出ちゃう。
今勉強が不安だし正直したくないです。, なぜ私が選手を徹底的に叱れるかというと事前に選手たちと確認と約束をしているからなんです。
わたしは彼と会うべきなのかなんなのかわからなくなってしまいました。, 人間というのはどれほど多くの涙とともに飲み下した教訓であっても喉元を過ぎたとたんに忘れてしまう生き物である。
仕事が大変なんだろうな。, 俺をやれるのは俺しかいねいだろ。
いつ会えるのか分からないし。, 徳に勤むる者はこれを求めずして財自から生ず。
やめた方がよいですよね。, 何かに立ち向かう気持ち誰かを乗り越えようとするチカラは人を大きく成長させてくれます。
それがよくわかりません。, つらい日々も笑える日につながっている。
旦那が頑張っているのはわかるけど私の気持ちがすっきりしないままで。, 賢者はつねに万物のうちに自己への扶助を見出す。
この先どうなるのかなと漠然とした不安が。, 有給休暇とる!ちょっと人生について考えたい。
やっぱりうまくはいかないんですかね。, 俺は何も持たずに生まれてきた。そして何も持っていないうちに死ぬだろう。
彼の気持ちが見えないなーってことが心配で。, 私はつぶれかかった会社を再建しに行く時はおおぜい連れて行かない。
彼の気持ちがよくわからず。, 私は笑いの力を信じている。
周りになんか言われるのが嫌みたいで。, 儲けを狙わなかったとなりのトトロが一番の収益をあげている。
会社側からハッキリゆわれるまで転職活動しにくいので。, リーダーシップはリッスンに始まる。
家もなかなか見つからず。, 女は幸福ではなく幸福の代わりにあるものだ。
を入れると心配し過ぎている感じがしてい。, 何にせよ最上の証明とは経験である。
私はそこがいちばんいやです。, 君について誠実でないとか善い人間でないとかそういったことを嘘を伴わずに言える権利を誰にも与えてはならない。
ここ数年フラれてばかりで恋愛に自信なくしてます。。,
友人とも疎遠になりつつあり。, 努力した人の失敗としなかった人の失敗は必ず異なる。
いえ嫌いではありませんが苦手意識があります。, 本当の美しさは不完全を心の中で完成させた人だけが見出すことができる。
私の事すごく怖いと思いますきらいだとおもうし。, 君が独りの時本当に独りの時に誰もできなかったことを成し遂げろ。
やはり不倫ということが頭にあります。, 生きることは食べることを丁寧に言い直すなら生きることを充実させるには食べることを充実させることである。
一週間以内に来なかったら諦めたほうがいいということですか。, 我々は女性にしゃべらす薬を持っているが女性を沈黙させる薬は誰も持ってない。
いつも済みません。, 頑張ってない奴に頑張ってる奴のこと悪く言う資格なんてないんだよ。文句言うなら頑張ってみろよ。
その注意は少し重い感じですか。, 僕は僕の偏見で歌を歌っとる。歌っとる事に変わりはないんだ。
いつも好きな人になかなかすかれないのですが。, 意味のない人生なんてない輝きのない人生なんか嫌だ。
よく意味がわからなくて。, 苦労は人生を楽しくするためのスパイスである。
なんでこうなったかもわからないのにもやもやするし。, 不安な時は小さなことでもいい今できる行動を起こすこと。
心が心配でなりません。, 私も新喜劇を見て笑って元気を頂いてたので私もそういう存在になれるよう頑張りたい。
彼に会ってる体力がないかも。, 悲しい時憂鬱な時にこそ背中をまっすぐにして空を見上げる。
借金が増える一方で。, 孤独は山になく街にある。一人の人間にあるのではなく大勢の人間の間にある。
待ちの姿勢は嫌ですね。, 自分らしくいられない相手に甘んじちゃダメ。
まだ決心はついてません。, 卑しい心を捨て去り本来の良心を取り戻し職務に励み国家を文明開化に導くことを歓びとしなければならない。
最近喧嘩ばかりで。, 人を裁くのをやめ許すことができれば心は安らぐ。
言えなかったです。, 成敗は天に在り。
私には何も望んで無いでしょうねバツが悪そうだ彼女。, やってみて修正していく方がやらずに悩んでいるよりは成功する確率が高い。
あと彼も未練とかあるでしょうか。, 人生で何かを成そうと思っている人には時間がない。だから普通のアドバイスは時間軸がゆっくり過ぎて当てはまらない。
怒っているのですか。, 醜い女なんていない。ただ美しく見せるすべを知らない女がいるだけだ。
愛情はもう薄れてしまっているんですよね。, 無意味な行動は生命の充実を妨げる。意味のある行動のみが多くのことを成し遂げ<unk> 難辛苦に耐えてゆくことを可能にするであろう。
追い詰め過ぎですか。。。, 怠慢は魅力的に見えるけど満足感を与えてくれるのは働くことだ。
わたしはきっと自分がきつくなるのは目に見えてる。, 最高だ。200メートルで4度勝ったのは俺にとって大きな意味がある。
なんか彼にとって重くなりたくなくて。, 私は私が出演している映画のヒロインの生活と私自身の生活という二つの生活を並行して送ってきた。
ちょっとわかりにくいです。, 我々はこの時代を偉大な発展の時代にすることができる。
話すら耳を傾けてくれないんだよ。, 人生はクリアするのが難しいゲームみたいなものである。
何だか自分に自信がなくて。, 嫉妬に対処する一番の方法はすぐに嫉妬という感情を察知して吐き出しちゃうこと。
束縛が強すぎて。, しんどかったけど手を抜いたことは一度もないよ。
昨日また少しケンカしまして。, それが人生さ。人は出掛けて犬はうちにいる。
と言って多分イライラしてるんだろーなって。, 自由っていうのは独立してるってこと。
何だか彼の気持ちがわからなくなりました。, 視線を疎ましいと思ったことはありません。逆に見てくれって感じです。
じゃあ私と付き合ったりとかはできないってことですよね。, 私も年齢が上がるにつれ若い子から答えを求められることが多くなりました。
欲求は叶えられずに仕事だけするのってかなりきつかったです。, 何よりスケートの持つ芸術性に惹かれています。
なんか忙しいかなとか気を遣ってしまう自分もいるんですよね笑。, なんでそこまで夜のクラブ活躍に熱中していたかというと俺の場合は遊びから仕事に返ってくるものがかなりあるから。
もしあってもなに話していいか分からないし。, 昼間バイトをしつつこっちもやってましたけど全然生活なんかできないです。
私が負けてるということですか。, 悪因を解き善因を積むには休むことは大切である。しかしすべての悪因に休みは当てはまらない。
私も自信はないんですが。, 嫉妬に対処する一番の方法はすぐに嫉妬という感情を察知して吐き出しちゃうこと。
怪しい気がして。, 常識的な人間は世界に自分を合わせようとする。
その子と付き合って私はいじめにあいました。, 今日そのものが美しい。
面倒って思われてるのかぁ。, 何か困ったとき解決したい問題が発生したときにそれを解決してくれる本を探して読みます。
そんなの無駄だって分かってるから。, 自分らしく幸せになることがライフワークです。
今までお付き合いした事がなくて。恋愛があまりわからないんです。, 僕は世界の涯てが自分自身の夢の中にしかないことを知っていたのだ。
あんまり合わない。, 人間は幸福の二倍不幸に遭う。
表面的を見てしまいがちなので気をつけなきゃです。, 読書はイメージの冒険である。
彼女とうまくいってないのかな。, 何かを成し遂げようとするよりも徹底的に楽しんでやるという人生最大の目標を持ちましょう。
よくわからなくて。, そいつを持ってろ!ずっとだ。
今はまだ負担になりますかね。, 人が本当に生き始めるのはいつか死に直面した時です。
彼に言ってもどうしようも無いのに。, 自分のことは自分でやりたい派です。
状況を話してくれないから分からないです。, やったことは誰も手を付けなかった事ばかりです。
会社都合で解雇になってからなかなか再就職が決まりません。, 我々はあるがままに物事を見るのではない。我々があるがままに見るのである。
前彼ともどってはよくないでしょうか。, 才能は静けさの中で作られ性格は世の激流で作られる。
私は疲れてきてます。。, 言葉にできない感情はじっと抱いてゆく魂を温めるように。
二年前告白したら先約がいると言われたので不安です。, 我々は純粋性と暴力との間の選択をするのではなく種類の異なった暴力の間で選択するのである。
彼も彼女も憎いです。, 心とは絆によって満ちるもの。
明るくむずかしいですね。, 俺の次に頭の良い奴ができた。
でも女と出会ってからあからさまに冷たい会ったら。, みんながみんなのことを考えること。
怒られてしまいました。, ネガティブに考えポジティブに生む。
居心地悪いよね。今は。, すべての物理学の理論は数式は別にしても子どもでさえも理解できるように簡単に説明すべきである。
なかなか再び近付けなくてこのまま縁が切れてしまわないか心配です。, 我々はまったく新しいものを予測する。新しいものは旧いものの敵である。したがって我々は新しいものから眼を離さない。
私もちゃんと言わなきゃだけど逆上するの怖いし。, 何の志もないところでぐずぐずして日を過ごすのは実に大馬鹿者です。
私私彼にとってダメな人ですか。, 宗教においてあまりに熱心であることは狂信につながる。
月は彼が忙しいとかぎっくり腰になったとかで。, 何にでも妥協できない性格。
ほっとかれすぎるのは寂しいですね笑。, 空を見ろ。雲の形を見ろ人間の優雅を見ろ見方を変えよ。
私も疲れてますからあちらも疲れてますよね。, が売れることよりもメンバーにご贔屓筋ができることが重要。
彼もそういう状態のわたしを心配してるのかも。, 旅をしてなるべく自分自身が壊されるようにしてる。
職場の人に変に思われてないかな。, 成功者と失敗者の実力は技量の点でも才能の点でも大差はないようだ。
会いたいとか言って重いとか気持ち悪いとか。, 酒は憂いの玉箒。
私が店の規律に違反することをしてしまい。, それがそうとばかりは言いきれない。
私も死にそうなくらい忙しくて辛くて。, つまずきはあるさ。それが人生だ。要はいかに早く立ち直れるかだ。
もらっている生活費の中からだと無認可保育料は高くて厳しいと。, みんな自分のマルの数え方が下手。
わたしが彼の行動にイライラしてしまうことがあって。, 今日はさすがに疲れました。明日は休みだからゆっくり寝ようと思います。
当たりすぎてて怖いです笑。, 自分でもさすがと思う。
彼のお母様と会うまでには至らなかったです。, 自由とはどの男の奴隷になるか選べること。
むこうが結構忙しくて。, 美貌は夏の果物のように腐り易い。
彼のご親戚に御不幸があってあえず。, 今日から楽器に名前つけて楽器のこと好きになって上げなきゃ楽しくないでしょ。
本音が言えない夫婦だったと思います。, 生きてりゃ乗り越えられない壁が目の前に立ちはだかるかも知れねぇよでも無理してまで乗り越える必要ないのよ。
トラブル多くて。, 他人を儲けさせろ。
わたしの気持ちがつまらない。, 恐れは犬と同じようなもので逃げれば後から追いかけてくるものだよ。
いつも同じようなのですが彼と喧嘩のような形になりそうで。, 人生は生きる価値があると信じなさい。その信念がその事実を生み出すことになるでしょう。
彼が私の妊娠を心配しています。, 他人の完璧な仕事より不完全な自分の仕事の方が優る。自分の本務に死ぬのは優れ他人の仕事をするのは危難をもたらす。
なんなのかわからなくなってきてしまいました。, 新しい才能は年寄りの博学者からは生まれていない。
何が問題なのかわからない感じですもん。, 和訳失敗を恐れるな失敗なんて存在しない。
彼の仕事がなかったらあえます。, 新しいものが始まる。古いものに執着している人たちにとっては新しいものは恐ろしいだろう。君はどうするかい。
日間くらい彼に会えないんです‾᷄‾᷅大丈夫ですかね彼。, 人のせいにしたり言いなりになったりせず想像力と信念を持って取り組めば自分自身を確立することは難しくないはずですよ。
最近少し閉塞感があります。, どんなに深くヒゲを剃っても別の床屋が文句の種を見つけられぬということはない。
わたしのせいにしてくるので。, 数や関数は我々の心の勝手な産物ではない。
同居しても彼と喧嘩して居場所のない私は外に出て頭を冷やす事出来ますか。, 我々はどんな種類の類推も軽んじてはならない。
それがすごく嫌なんだと思います。, 大人の隠れ家なんて必要ないよ。僕の心はいつでもオープンハウス。
いじめは社会人になってもですか。, 自由であるとは自由であるべく呪われていることである。
あとそれに伴いりこんもできず恋愛もうまくいかず。,
仕事で関わることもまた少なくなりました。, 希望を持ってるだけじゃまだ成功とは言わない。
何度も話し合ったり喧嘩もしましたがだめです。, だいたい人は心と気を働かす事をもって良しとするなり。
ちなみに彼が私に対して冷静に判断できないとはどういう意味でしょうか。, 自分でもさすがと思う。
付き合うとなると責任とか感じちゃうんですかね。, 人生が困難な時こそあなたの真価が問われる。
夜すごい落ち込んだんですよね。。, 言葉は恐ろしい。
よくわからない状況が辛くて。, 人は何を祈るにしても奇跡を祈るが奇跡を願うのは自分自身を祈るものなのだ。
誘っても断られるきっと。, 詩学は詩の屍体解剖である。
彼がこの様な態度になってしまうと未来が怖くなってしまったりしてしまうんです。, 一人で考え一人で素晴らしい作品を生み出す人なんてそんなにいやしないよ。
子供に関心なくて子育て一人で頑張ってて辛くなっちゃって。, 人間は永遠の不正に対して闘うために正義を肯定すべきであり世界の不幸に対して抗議するために幸福を創造すべきである。
会わなくなってしまったんです。, 僕にとっての野球とはまあ生活のすべてであり仕事でありうん自分のメンツ懸けてやっていることでもあり。
今の彼氏と結婚しても平気ですか。, 明日に延ばしてもいいのはやり残して死んでもかまわないことだけだ。
じゃあもう諦めるしかないですね。, 気の緩みはマネジメントの最上層に始まり下へと広がっていくのが常だ。
しかし今日進行流産と診断されました。, 医者は病気を治そうとはする。しかし大切なのは病気を防ぐことではない。
夫にバレたら大変だしね。, 時間というのは素晴らしいビジネスには友達であっても月並みなビジネスにとっては敵。
ということはわたしたちがうまくいくことはない。, 謙虚であれ!貪欲であれ。
二日酔いってこんなにも辛いんですね︎笑。, 無邪気な性格は深遠な思索の自然発生的な結果である。
彼にあいたいと衝動がつらくて。, あなたはあなたの習慣を選ぶことができる唯一の人です。よい習慣でも悪い習慣でも選ぶのはあなたなのです。
日よりかかってしまいそうやそしたら体だけになってしまうのも嫌やし。, 夢は虹に満たされ虹は夢に満たされ空じゅう虹になれ現代文表記。
歳も歳だしあせりもあって。, 我々のいちばん甘美な歌はいちばん悲しい思想を歌ったところのものである。
やっぱりほっとけなかったです。, そう僕がキラただそれだけの事だ。
それについてなにかいう人もいないのに。, 今日がベストっていつも本当に思っている。
私はこれからどうしていけばいいでしょう。, 先生は約束を守る。このこと一つでどんな時でも子どもは信頼してくれた。
辛いんですよねなんか。, 何をするときにも全力を傾けそれをやりとげるまではけっして気を抜かない。そうすれば間違いなく偉大な人物になれるのです。
好きな人の事ばかり考えてしまって。, 夢のない人間の芝居をお客さんが見に来てくれるとは思わないからなるべく夢のにおいを身につけておきたいと思うのです。
だってなかなか彼とは繋がらないのでこっちの気持ちが冷めてきてて。, 優雅は正しさと魅力の成果である。
彼のことを永遠に信用できないとおもいます。, みんなじゃんねんですね。
不安で不安で何も手につきませや。, 言葉が相手に届かないのは何故それは言葉に意味がないから。
情緒不安定さに私が振り回されてますね笑。, 明日を耐え抜くために必要なものだけ残してあらゆる過去を締め出せ。
誘いづらいのかな。, 詩学は詩の屍体解剖である。
ですね新しい職場の同期の女の子に凄いアタックされているようで。, どんなに辛くても夢を見失うな。夢の為に頑張り続ければ夢は絶対叶う。
また告白しても迷惑なだけですか。, 何事につけても希望するのは絶望するのもよい可能なものの限界をはかることは誰にもできないのだから。
ただ人前や大勢の場所学校や職場に行くとうまく自分自身を表現する事ができません。, 習慣は人生を支配します。それだけに十分に吟味することが必要です。習慣は第二の天性といわれるゆえんです。
いない可能性がある。, 偉大な人々は常に凡庸な人々からの激しい抵抗にあってきました。
正直自分がその場にそぐわないな。, アイデアを生みだすのがうまい人は頭の回転が速い。
最近ぶつかることが多くて。, 大人にならずに死ぬなんてつまらんじゃないか。
去年就職試験落とされてしまって。, 何か欠けてるものの方が完璧なものより美しい。
やぱ合わないんかな。我慢してるかな。, 詩は自立できない。
それで少し怒ったきがした。, 自分がこうしたいと思う映像を頭に思い浮かべその映像をずっと抱き続けているとじきに考えていた通りのことが起きるものなのだ。
来月は旅行に行く予定を立てていたのですが仕事だからと無しになりました。, 他人の真似ではプライドを持てませんし自信を持って先に進めません。何か問題が起きた時には他人に責任転嫁をしてしまいます。
彼に対してイライラしてしまい結婚しようか迷ってます。, 我々は自問自答せねばなりません。
もう自信なくした。, 酒は働く人に大いなる力を増大せしむ。
それは私も望んでいなくて。, 謙遜の法則人は他人に褒めてもらいたいとき大いに謙遜する。
どうしていったらよいかがよくわからなくなってきました。, 私は私を祝い私を歌う。私の心を遊ばせ私の心を泣かせる。
うまく割り切れないです。, 嘘をついた途端に良い記憶力が必要になる。
なんとも言えません。, 私は若者を支持する。
鬱病らしいんですけど。, 賢明な妻は夫の愛人に力を持たせないものです。
付き合いたてなので不安しかないです。, 詩というのは無理をせず遠慮もなくいまの自分にわかる一節だけを読みわからないところは読まなくていい。
最近誰かに振り回されてる感じがしていて辛いです。, 仏道をならふというふは自己をならふ也。
私の事嫌いなのかな。, 信じていた友に裏切られたらそりゃきついわ。
周囲の目が怖くて仕方ないです自意識過剰なのはわかってるんですけど。, やる気の源はどんなことでも面白れぇーと思うことです何で面白えぇかは自分で考え見つけます。
たしかに疲れてるとおもいます。, 欺瞞に対する最上の防御は詐欺なり。
気持ちと行動が一致しなくなってます。, あしたのことより今日だよね。あしたのことで悩むより今日を気が済むように終わらせよう。あしたがを楽しくするより今日が大切。
やめない方が良いですかね。, 主人は無理をいうなるものと知れ。
コミュニケーションが弱いのであまり。, 詩の真の主題は生と愛と死である。
私がイライラしたことを彼にぶつけてしまったことです。, 夢もないし予定もないんだけどどうやったら明日の仕事が楽に出来るかなとか。
うまく話せなくて。, 涙が出そうになるくらい生きろ。
半年前からトラブルになっていて。, 失敗する会社一つは既存の事業と無関係なところに進出した場合もう一つはサービスが先走りした場合。
結婚は出来ないんですね。, やるのかやらないのかどっちだ。
断られちゃって誘いにくいなーって。, あなたの道は前方にまっすぐ伸びている。
もうなんかうっとおしいわ。なんとなく。, あしたのことより今日だよね。あしたのことで悩むより今日を気が済むように終わらせよう。あしたががんばれば幸福な一生が送れるなんて嘘だ。
警戒されているんじゃないか。, 無神経な人間鈍感な人間ならば他人から何を言われようがされようが傷つくことはない。
あまりわからないというのは。, 夢は魅力的で力があるけれどあくまで結果であって夢を最初から暴走させてはいけないのです。
思い出してると思うのが嫌です。, 日々の悦びをつくるのは所有ではない。
彼言葉きつめですからね。, 信念を持ち続けていれば求めた世界がやってきてくれる。
だからダメだって。, 苦言は薬なり甘言は疾なりー苦言は大敵なり。
ヒステリックで。, 偶然だよ。それに裏が出ても表が出るまで何度でも投げ続けようと思ってたから。
人と関わることが好きですがしゃべるのが下手で友達もなかなかできません。, 何事も達成するまでは不可能に見えるものである。
私はそれが嫌でパートに出て。, 他人のためにもことばを持て。
今なにしてもリアクションないでしょうたぶん。, 俺は何も隠さないから見たいなら見ろ。見て感じてくれという姿勢をベテランが持っていると若手も伸びやすい。
前にケンカした時は冷たい態度ぁりました。, 夢は持っているだけでは前に進まない。
今の会社では精神的な消耗が大きくて難しい状況です。, 心の奥底に達してあらゆる病を癒せる音楽それは温かい言葉だ。
人間関係に疲れてきました。, いっぺんでいいから本気で悩んでみよう。
もう悩んでいるのもしんどくて。, 幸福の連結した一生など誰もがそんな一生は堪えられないだろう。
もう振り向くことはほぼないですね。, 私は寝るときにはエアコンはつけません。肌が乾燥して良くないので冬も暖房は入れません。
彼の家庭が最近うまくいっていない気がしています。, つまずきはあるさ。それが人生だ。要はいかに早く立ち直れるかだ。
嫌いになったということですか。, 差を埋めるのは技術や戦術じゃない。
もう私に向いてもらうことは出来ないのでしょうか。, 社長とは社員の小使いであり芸者である。
そこが一番不安で。, 親切をする者は親切を期待する。
ご縁があるか不安で。, あらゆる人の本質は神であるがあなた方は神を知ろうという努力を一切しない。
やっぱり放置しとべきですよね。, 許して忘れてその繰り返しの中からきっと新しい恋が。
すごく悔しいのですが次の仕事を新たに探すべきか。, やる気のない上司の下で働く部下はやる気がなくなる。上司にどれくらいやる気があるか部下は観察しているものだ。
信じられないです✨。, 信じれないなら貴方と2人で世界を周るんだ。
わからないですよね。, は撃ち殺されるべき。
