input_text,encouragement_text
昨日いてもたってもいられなくて。, 人間はどんなところでも学ぶことができる。知りたいという心さえあれば。
訴えるとかじゃなく話を了承してないですみたいな。, 私たちは自分の生き方に関わることを誰かに委ねるべきではない。
将来的にお金に困ったりする。, 物を知るにはこれを愛さねばならず物を愛すにはこれを知らねばならない。
なのにたまに普通に話してしまうことがあり混乱して自己嫌悪に。, 組織の中心的存在は頭脳を用いて仕事をする知的労働者である。
結局私の心は前の彼に戻ってしまいました。, 人はいくつになっても何かをやり遂げたときの達成感からすばらしい快感を得ることができる。
最近は会えてないです。, 仕事のやりがいがないってそれは手を抜いてるからよ。
嫌われちゃったのかな。別れたいのかな。, 我々は生まれるときに泣く。死ぬときにではない!。
彼がなかなか難ありの性格なので悩みますわら。, いいですか。あなたの遺伝子にはあなたが死ぬこともきちんとインプットされているんです。だからちゃんと死ぬんです。
とてもつらいです。, 自分の姿をありのまま直視するそれは強さだ。
仕事でも周りにどう思われてるのかなって不安になったり。, 自分さえ抜かれなければチームが負ける事はない。
わたしはつい彼に先のビジョンがあると勘違い。, やっぱしちきゅうがいちばんだな!。
自分は前の病棟スタッフからどう思われてたすか。, 成功する病棟と失敗する病院の違いは何か。看護師は病棟の看護師としてどう振る舞えばいいのかを勉強する必要があります。
体重もキロ増えて重いです。, 我々は女性にしゃべらす薬を持っているが女性を沈黙させる薬は誰も持ってない。
今月の終わりに彼と泊まりの予定があるのですがそれも難しいのでしょうか。, 我々は友人に食事や衣服や健康の心配をしてもらおうとは思わないそうしたことは隣人たちでもやってくれるだろう。
それが不安です。, 我々証券業者は我々の商品についてもっと充分な認識を持たねばならぬ。
そのきっかけはわかりますかちなみに今少し不安があり。, 自分の弱さや不完全さを後ろ向きにとらえないことです。
職場では人間関係がネックです。, やればできるわけ無いじゃない。
好きとか付き合いたいとか言っててもちゃんと伝わってないってことですかね。, 我々が因と考えているものは縁である。
だから答えられないという感じですか。, 人間は誰でも踊りたいんですよ。
復縁も難しいものでしょうか。, 人の本当の美しさはその人が年をとってきて初めて感じられるものである。
それがネックになり決断出来ないと言われました。, 愚か者にとっては高齢は冬。賢い者にとっては収穫の季節である。
どう思われてるのかもわからず。, 自分のやりたいことだから頑張れる。自分の選んだ道だから耐えられる。
なんだかあまりよくないですね。, 僕自身自分の作品とか活動形式に全然自信もないですから。
諦めてるんですか！。, はっもうちょい!。
生きることがしんどくなるときがあります。, 私は絶えず喜びを求めながら生きている。そのための苦労には精一杯に耐える努力を惜しまない。
それ以来今日まで私が送ったのには返事が一切なくて。, 私が見たものの半分も話していない。
半ば嬉しそうに話していたのに呆れてしまいました。, 人間は愛しているか愛されているかどっちかでないと辛いね。
女性が多い環境でコミュニケーションに少し困っています。, 世の中にはたくさんの人がいる。その数だけ世界を見る方法が違う。
遠回しがすぎるので。, 夢を実現する秘訣は4つのに集約される。
彼が短気で私が堪忍袋がキレてしまいました！。, 誰にだって欲がある。
あ涙出てきたたぶん力いっぱい頑張れなかったら悔いが残ってるのかな。, わたしが弱い時にこそわたしは強い。
疑心暗鬼になってしまいます。, 自分のなかに男と夫と父親という三つの分身を分けて考えてみる。
人前で発表することがよくあるのですがプレッシャーで。, 心に浮かんだ言葉というのはその時に言うために浮かんだのならともかくとしてあまり意味をなさないものである。
まだ会って二回目やのに。, 我々が逆境を越えられない理由は実はその逆境に正対できなくなるから。
私はそこまで今の彼氏に気持ちがなくてどうしていいか分からないです。, 今日そのものが美しい。
なんだか今日はちょっとお疲れ気味なのかあんまり元気がでません。, 人は自分自身に関連して覚えた物事は強く記憶しその後も印象に残りやすい。
もう半分あきらめてました。, 私たちは成功する為にここにいるのではありません。誠実である為にここにいます。
私の何が原因なんでしょうか。, 私はひとりで舞台を観に行くのが好き。
すぐ怒ったりイライラしたりです。, 僕は教えるという感覚はあまりなく選手が持つ良さを引き出し適材適所で輝くようにマネジメントをしているだけです。
彼を疑っているのではなくじぶんに自信が持てなくて。, 人間は恋の始点を選べない。同時に終点も選ぶことはできない。
不倫で可哀想なのもあって。, 自分の心に描く夢の実現に向かって努力するとき普段なら思いもよらぬ成功が得られる。
縁をつなげたままやと私の好きな気持ちが消えないというか苦しいんですよね。, 自分の意思で自由に動ける活動できるって人間としてものすごく幸せなこと。
悲しい事実です！。, 人みな我が飢を知りて人の飢を知らず。
私が会いたいと時間作ってと言っても作ってくれないと思うんですよね。, 恋愛で第一に大事なことは何かと聞かれたら私は好機をとらえることと答えるだろう。第二も同じ第三もやはりそれだ。
断られたことないから不安です。, あなたが他人のために手放す決意をすればそれ以上のものが手に入る。
最終的にダメになるて事ですね。, 人間は誰でも他人の不幸を見過ごせない同情心がある。
私が会う直前に危篤とのことお会いできませんでした。, 人は幸運な時は偉大に見えるかもしれないが真に向上するのは不運の時である。
待ち疲れてたのかも。, 夢見る事ができればそれは実現できる。
お互いイライラしたりしていないか。, 私は見るためには目を閉じるのです。
あ応えられないって事ですね。, 僕が走り続けることで業界がポジティブな方向に変わる。
じゃぁこのまま付き合っても意味ないですね。, 人は二つの教育を受ける。一つは他人から受けるものでもう一つは自分自身から受けるものである。
今日これから出かけるかどうかさえわからない。, 我々は何を売りたいかではなく顧客は何を買いたいかを問う。
それならそれであたし自身どうすればいいのか。, 自分がマイナス思考なのにプラス思考の話聞いてもマイナス<unk> プラスでマイナスが増幅されるだけ。
今では普通に吸ってたりするのが嫌で。, 人生とは何であるかを知るには一回だけの人生ではとても足りない。
私の母親と仲良くできる自信がないみたいで。, 物事を楽しむことも一つの才能ではないかと思う。
何か自分が最低人間に思えて自己嫌悪に落ちっぱなしなんです。, 私はお高くとまっていると非難されてきた。そうじゃない。私はただ用心深いだけだ。
老後。ウチも不安ですが。。, 自分っていうものは探すものではなく創るものだと思うんです。
そんな現状なんですが彼の気持ちはもう離れてしまいましたか。, 本当に壁なのだろうかこう考えてみたらどうだろう。それは壁ではなく階段である。次のステージに進むための。
料理を私ができるかも不安ですし。, 僕は自分が充実した人生を送るために生きているわけで周囲の人から見て格好いいことをするために生きているわけではない。
もう忘れてしまいたい。, 自分の感じ方に自信が持てない時は沈黙していなさい。
その方とうまくあまりいっていません。, 恋愛はただ性欲の詩的表現をうけたものである。少なくても詩的表現を受けない性欲は恋愛と呼ぶに値しない。
あと前から気になってたんですけど彼あまり実家との関係ってよくないのでしょうか。, 人はあらゆる葛藤に関し復讐や報復攻撃を拒む方法を発達させねばならない。こうした方法の基盤は愛である。
もうダメですね。, 仕事と思うな人生と思え。
なんせメンバーの予定が合いにくい。, 自分が一番集中できる事が何なのかそれが見つかればそれが幸せで時間が早く過ぎる事が人にとって一番の幸せ。
つまり邪魔したい感じでしょうか。, 人の価値は不運の時へこたれないかどうかである。
でもめっちゃ気まずい感じで。, 人生は歌歌いなさい。
なんて伝えればストレスです。, 人間は学び続けなければならない。学ぶことをやめたら人間でなくなる。
なかなか忙しい彼なので会えないのですが。, 俺たちの世代が本物が評価される時代をちゃんと作り出すべきだと思う。
私のことが怖いのでしょうか。, いい仕事をするかしないかで決着をつける。
音大なんて行ける実力ないしやめておけって言われそうで。, 人生もゲームだと思うわ。真剣になるかどうかは本人次第なだけ。
素直に喜びたいけど複雑です。, 僕もラストシーンでアビーと心が通じ合ったところですね。
今勉強が不安だし正直したくないです。, 夢を見る事ができればそれは実現できる。
わたしは彼と会うべきなのかなんなのかわからなくなってしまいました。, 私たちは自分が奇跡の真っ只中に生きていることにほとんど気がついていません。
仕事が大変なんだろうな。, 人生の濁流に身を投じているかぎり障害がないという人間はいない。
いつ会えるのか分からないし。, 人は誰でもクリエイティブな芸術家の顔を持っている。
やめた方がよいですよね。, 恋は路傍の花。
それがよくわかりません。, 愛する人との別れもつらいけれど会いたくない人に会うのも苦しみなんだよ怨憎会苦というんだね。
旦那が頑張っているのはわかるけど私の気持ちがすっきりしないままで。, 自分の好きなことをとことん突き詰めていくことってすごく大事。
この先どうなるのかなと漠然とした不安が。, 俺ひょっとして負けるんじゃねえって思った瞬間髪の毛がぶわーって抜け出したの。
やっぱりうまくはいかないんですかね。, 愚か者にとっては高齢は冬。賢い者にとっては収穫の季節である。
彼の気持ちが見えないなーってことが心配で。, 成功とか名誉という言葉は僕にはあまり関係ない。
彼の気持ちがよくわからず。, 私は笑いの力を信じている。
周りになんか言われるのが嫌みたいで。, 俺は自分から進んで変人になろうと試みたわけじゃない。俺を変人と呼ぶのはいつだって他人だ。
会社側からハッキリゆわれるまで転職活動しにくいので。, 会社側には選手がソフトボールを辞めてからも従業員として働けるように指導してほしい。
家もなかなか見つからず。, 幸せの形は人それぞれ。
を入れると心配し過ぎている感じがしてい。, 死を見ること生のごとし。
私はそこがいちばんいやです。, 我々は皆他人の不幸には耐えていく力を持っている。
ここ数年フラれてばかりで恋愛に自信なくしてます。。, みんなはもっと大きくて力がある。僕は君だけしか信じられない。
友人とも疎遠になりつつあり。, 苦しみは逃げるから追いかけてくる。追いかければ逃げていくものだ。
いえ嫌いではありませんが苦手意識があります。, 何かを学ぶためには自分で体験する以上にいい方法はない。
私の事すごく怖いと思いますきらいだとおもうし。, 何か誇りに思えることをしたときは自分をほめてみましょう。
やはり不倫ということが頭にあります。, 女は幸福ではなく幸福の代わりにあるものだ。
一週間以内に来なかったら諦めたほうがいいということですか。, 我々の憎悪があまりに激しくなると憎んでいる相手よりも下劣になる。
いつも済みません。, 仕事も人生も結局は好きか嫌いかで選べばいい。
その注意は少し重い感じですか。, やむをえんむりやりでも!。
いつも好きな人になかなかすかれないのですが。, 人は誰でも大なり小なりベンチャー精神を持ち合わせていると考えています。
よく意味がわからなくて。, 我々は生まれるときに泣く。死ぬときにではない!。
なんでこうなったかもわからないのにもやもやするし。, 人間って限界にぶつかりそれを乗り越えて大きく育つものだと思います。
心が心配でなりません。, 私がワークアウトで重視しているのは時間でもあつかうウエイトでもない。
彼に会ってる体力がないかも。, あなたは死なせないっ!私が死なせるっ!。
借金が増える一方で。, 俺にとってはタバコも酒もたとえ酒気帯びでなくともこの世に送るのはよろしくない。
待ちの姿勢は嫌ですね。, 私は私が出演している映画のヒロインの生活と私自身の生活という二つの生活を並行して送ってきた。
まだ決心はついてません。, 人間という生きものはじつに生もの。だからこそ傷つき傷つけ腐りそして這い上がる。
最近喧嘩ばかりで。, 今日は今日明日は明日。
言えなかったです。, 人生を楽しむことも一つの才能ではないかと思う。
私には何も望んで無いでしょうねバツが悪そうだ彼女。, 俺たち男はは女にとって一パートにしか過ぎぬ。
あと彼も未練とかあるでしょうか。, 人生は狩りだ。
怒っているのですか。, 成功のための要素がたった一つしかないなんてそんなことは絶対にない。
愛情はもう薄れてしまっているんですよね。, 無意識は決して休まず働いていることを私たちは知っている。無意識は常に何か仕事をしているようだ。
追い詰め過ぎですか。。。, 私がこれという仕事に取りかかると決まっていくら努力したって無駄だと横槍が入ったものだ。
わたしはきっと自分がきつくなるのは目に見えてる。, 人の信頼を得るにはコツコツと地道に実績を積まなければいけません。
なんか彼にとって重くなりたくなくて。, 人生は自分を見つけることではない自分を創ることなのだ。
ちょっとわかりにくいです。, 本当に全然違うんですけど。
話すら耳を傾けてくれないんだよ。, 世の中で最も良い組み合わせは力と慈悲最も悪い組み合わせは弱さと争いである。
何だか自分に自信がなくて。, 今日がベストっていつも本当に思っている。
束縛が強すぎて。, 人間は自分で探し求め発見したことしか長く覚えることはできない。
昨日また少しケンカしまして。, 人間には幸福よりも不幸のほうが二倍も多い。
と言って多分イライラしてるんだろーなって。, みんな君の話を聞きたがってるんだ。
何だか彼の気持ちがわからなくなりました。, 本当に自分のやりたいことだという確信がその人の中にあれば何度怒られて否定されても諦めないはず。
じゃあ私と付き合ったりとかはできないってことですよね。, 会社とは別の居場所をつくることで実際に転職するかどうかは別にしても会社を辞めても自分にはほかに居場所があると思える。
欲求は叶えられずに仕事だけするのってかなりきつかったです。, あなたの行為に信念を吹き込みなさい。
なんか忙しいかなとか気を遣ってしまう自分もいるんですよね笑。, いいことがある。僕達は結婚しようもっといいことがあるわ。
もしあってもなに話していいか分からないし。, 愛する者親しい者の死ぬことが多くなるに従って死の恐怖は反対に薄らいでいくように思われる。
私が負けてるということですか。, 結婚とは一時的の過渡状態を不断の務めとなし発作的の愛を永久にする証書のようなものである。
私も自信はないんですが。, いいときが楽しいのは当たり前。良くないときもそれはそれで楽しみたい。
怪しい気がして。, 人生とは気晴らしの連続である。誰にも我慢できないぐらいの羞恥心がつきものである。
その子と付き合って私はいじめにあいました。, 人生は公平じゃない。そのことに慣れた方が良い。
面倒って思われてるのかぁ。, 我々の憎悪があまりに激しくなると憎んでいる相手よりも下劣になる。
そんなの無駄だって分かってるから。, どんな事があろうと舞台。役者になるとはそういう事なのかもしれません。
今までお付き合いした事がなくて。恋愛があまりわからないんです。, 人間は考える葦というが本当に考えるだけである。
あんまり合わない。, 人間は人生の途中一寸した優しい他人の励ましや情愛の言葉で勇気づけられ自分のささやかなものにも自信を抱くことがあるのだ。
表面的を見てしまいがちなので気をつけなきゃです。, 僕に何もなくても彼女に何かあるならそれが別れというものだ。
彼女とうまくいってないのかな。, 自分の外見なんて気にしない。いかに自分の内面が満たされているかそれが大切。
よくわからなくて。, 世の中分からないことが多いけど街中を裸で歩いてはいけないということだけは分かってるんだ。
今はまだ負担になりますかね。, 何度生まれ変わっても必ず同じ道を選ぶ!。
彼に言ってもどうしようも無いのに。, どんな目的であれ達成の鍵は情熱の強さだ。目的達成への強い気持ちが手段を明らかにしてくれるだろうから。
状況を話してくれないから分からないです。, 私は正規の教育を受けられなかった。学歴はゼロなんです。だから発明家として成功したのでしょう。
会社都合で解雇になってからなかなか再就職が決まりません。, 人間は永遠の不正に対して闘うために正義を肯定すべきであり世界の不幸に対して抗議するために幸福を創造すべきである。
前彼ともどってはよくないでしょうか。, 人はいくつになっても何かをやり遂げたときの達成感からすばらしい快感を得ることができる。
私は疲れてきてます。。, 心を追い込まずに体を追い込むこと。
二年前告白したら先約がいると言われたので不安です。, 自分の中の臆病風を大切にしながら生きてきました。
彼も彼女も憎いです。, 人って炎とか波とか長い時間見てても飽きないらしい。同じ形になることがないからって。変化し続けるものって<unk> い。
明るくむずかしいですね。, 僕は世界中のいろんな街で音楽をやってきた。
でも女と出会ってからあからさまに冷たい会ったら。, 女は自分の身内といつまでも絆でつながれている。女の血は男のそれより濃いのだから仕方ない。
怒られてしまいました。, 愛も信仰も同じように日々のささやかな勤行によって維持される。
居心地悪いよね。今は。, 何かを強く必要としているときは必ずそれを見つけるものだ。必要とするものは恋人のようにあなたに引きつけられるからだ。
なかなか再び近付けなくてこのまま縁が切れてしまわないか心配です。, 我々は自問自答せねばなりません。
私もちゃんと言わなきゃだけど逆上するの怖いし。, 人の本当の美しさはその人が年をとってきて初めて感じられるものである。
私私彼にとってダメな人ですか。, 心は正しい目標を欠くと偽りの目標にはけ口を向ける。
月は彼が忙しいとかぎっくり腰になったとかで。, 我々の苦悩はとことんまで経験することによってのみ癒される。
ほっとかれすぎるのは寂しいですね笑。, 何事も行き詰ればまず自分のものの見方を変えることである。
私も疲れてますからあちらも疲れてますよね。, 人の気持ちなんて秋の空みたいにコロコロ変わるものなの。いつでも快晴というわけにはいかないのよ。
彼もそういう状態のわたしを心配してるのかも。, 自分の人生経験だけでは足りないのだから人類の遺産の文学作品を読まないと人間は一人前にならない。
職場の人に変に思われてないかな。, 自分の優先事項を整理すること。死の床でああもっと仕事をしておけばよかったと言った人はいない。
会いたいとか言って重いとか気持ち悪いとか。, 愛は人を無能にいたします。私はまけました。
私が店の規律に違反することをしてしまい。, 他人の愛情を失うことを恐れてはいけません。もし失ってしまったらそれはもともと持っている価値のないものなのです。
私も死にそうなくらい忙しくて辛くて。, 今日は一つこんなことを学んだ今日はひとつこんなことに気づいたという風に毎日を過ごせたらそれはかなり強い。
もらっている生活費の中からだと無認可保育料は高くて厳しいと。, 俺に力を寄越せよ。
わたしが彼の行動にイライラしてしまうことがあって。, 人生で経験したすべての逆境トラブル障害が私をまっすぐにし強くしてくれた。
当たりすぎてて怖いです笑。, 俺は何も持たずに生まれてきた。そして何も持てずに死ぬだろう。
彼のお母様と会うまでには至らなかったです。, 今日そのものが美しい。
むこうが結構忙しくて。, 私が死ぬとき629。
彼のご親戚に御不幸があってあえず。, 人生は幸せと不幸せが50対50なんだよ。
本音が言えない夫婦だったと思います。, 無意味の様な生き方金のためじゃなく夢のため愛のためそんなものにかけてみるさ。
トラブル多くて。, 仕事が人生の全て派ほど個人の趣味嗜好で仕事をこなしてしまい仕事のプロになりきれなくなる。
わたしの気持ちがつまらない。, 人間の悩みは生きている限り続くものである。
いつも同じようなのですが彼と喧嘩のような形になりそうで。, 何が成功か失敗か明確に基準を決めるとフィードバックが早くなり成長が加速されます。
彼が私の妊娠を心配しています。, どうしてみんなぼくの旅のことをそっとしておいてくれないんだろう!わかってないんだなあ。
なんなのかわからなくなってきてしまいました。, 僕は挑戦しました。
何が問題なのかわからない感じですもん。, 人間はこんにちはを言うよりもさよならをした人の数のほうが遥かに多い人生を送るものである。
彼の仕事がなかったらあえます。, 自分の夢を信じることその夢を抱くようになったのは偶然じゃないから。
日間くらい彼に会えないんです‾᷄‾᷅大丈夫ですかね彼。, 世間でいう成功者とは一時の栄えに過ぎない。志と信義を持つ者こそが万世にわたる功績を成す。
最近少し閉塞感があります。, 私は若者を支持する。
わたしのせいにしてくるので。, 人間はすべての善であり悪でもある極端はほとんどなくすべて中途半端だ。
同居しても彼と喧嘩して居場所のない私は外に出て頭を冷やす事出来ますか。, 人は二つの教育を受ける。一つは他人から受けるものでもう一つは自分自身から受けるものである。
それがすごく嫌なんだと思います。, 人間だから間違いはあるさという考え方ではいつまでたってもエラーは減らない。
いじめは社会人になってもですか。, 人に従うことを知らないものはよき指導者になりえない。
あとそれに伴いりこんもできず恋愛もうまくいかず。, 私の覚えているかぎり二十一歳ってすごい年齢だったわ。
仕事で関わることもまた少なくなりました。, 人間は自分が考えているような人間になる。
何度も話し合ったり喧嘩もしましたがだめです。, 人は誰でもタイムマシンを持っている。過去へは記憶が未来へは希望が連れて行ってくれる。
ちなみに彼が私に対して冷静に判断できないとはどういう意味でしょうか。, 自分もストレートとは言い切れないバイセクシャルを公表。
付き合うとなると責任とか感じちゃうんですかね。, 結婚して三日目に結婚を讃えるな三年経ってから讃えよ。
夜すごい落ち込んだんですよね。。, 自分の欠点を人と一緒に笑えるのはその人の長所です。
よくわからない状況が辛くて。, 努力を癖にしてしまえば苦労せずに成功できるだろう。
誘っても断られるきっと。, 私を静かにさせておいてくれ。
彼がこの様な態度になってしまうと未来が怖くなってしまったりしてしまうんです。, 僕は教えるという感覚はあまりなく選手が持つ良さを引き出し適材適所で輝くようにマネジメントをしているだけです。
子供に関心なくて子育て一人で頑張ってて辛くなっちゃって。, 人生の舵取りは金庫の数字合わせのようなものである。
会わなくなってしまったんです。, 人間というのは生まれつきのかたちで生きているのがいちばん美しいんだ。
今の彼氏と結婚しても平気ですか。, 今日為しうることだけに全力を注げ。
じゃあもう諦めるしかないですね。, 自分の思いどおりにモがつくれるようになるためにはまず毎日毎日同じものを同じようにつくる訓練をしなければなりません。
しかし今日進行流産と診断されました。, みんな敵がいい敵がいないと何もできず。
夫にバレたら大変だしね。, 仕事は自己成長の場であると私自身は捉えています。
ということはわたしたちがうまくいくことはない。, 人生を楽しむことも一つの才能ではないかと思う。
二日酔いってこんなにも辛いんですね︎笑。, 言葉にできない感情はじっと抱いてゆく魂を温めるように。
彼にあいたいと衝動がつらくて。, 夢を見続ける事を諦めないシンプルにやりたいことをやり続ければそれがいつか形になって人に伝わっていく。
日よりかかってしまいそうやそしたら体だけになってしまうのも嫌やし。, 人は不幸と下劣と醜悪とを甘受して始めて幸福と善美とを得ん。
歳も歳だしあせりもあって。, みんなが元気で生きてる時って家族のありがたさって本当にわからないものです。
やっぱりほっとけなかったです。, 結婚を尻込みする人間は戦場から逃亡する人間と同じだ。
それについてなにかいう人もいないのに。, 結婚は夫または妻によって創り出されるものではなく逆に夫と妻とが結婚することによって創られる。
私はこれからどうしていけばいいでしょう。, 自分の欠点を人と一緒に笑えるのはその人の長所です。
辛いんですよねなんか。, 自分で決めたならその言葉だけは絶対に守る。
好きな人の事ばかり考えてしまって。, 世の中の人の優しさに気付いてね。
だってなかなか彼とは繋がらないのでこっちの気持ちが冷めてきてて。, 俺は戦争が嫌いだ。だが殺す事は憎むほど嫌いではない。
彼のことを永遠に信用できないとおもいます。, 人はどんな高いところでも登ることができるしかしそれには決意と自信がなければならぬ。
不安で不安で何も手につきませや。, みんなには自分自身を愛してほしい。私を愛してほしいとは思わない。
情緒不安定さに私が振り回されてますね笑。, 人間という奴は創造することによってのみ自己を防ぐことができるのだ。
誘いづらいのかな。, 仕事はまず核心をつく一番大事なところからやるようにしている。
ですね新しい職場の同期の女の子に凄いアタックされているようで。, 自分が勝つまで戦うんですよ。イメージの中で。
また告白しても迷惑なだけですか。, 俺の進化がとまんね。
ただ人前や大勢の場所学校や職場に行くとうまく自分自身を表現する事ができません。, 人間の内に誕生の時以来すでに存在し学習したり獲得したりする必要のないものそれを私は本性と呼ぶ。
いない可能性がある。, 私がいなくなったあとを任せる後継者は世襲ではなく社員約800人の中で一番情熱がある人がよいと考えています。
正直自分がその場にそぐわないな。, 我々の間にチームプレーなどという都合のよい言い訳は存在せん。あるとすればスタンドプレーから生じるチームワークだけだ。
最近ぶつかることが多くて。, 人間には英知があるのだから英知に基づく結果を出さなければならない。
去年就職試験落とされてしまって。, あなたの傷を知恵に変えなさい。
やぱ合わないんかな。我慢してるかな。, 人は誰でも大なり小なり演技力なくちゃいけないと思ってる。
それで少し怒ったきがした。, 人生は短いからつまらない人とつき合う暇なんてない。
来月は旅行に行く予定を立てていたのですが仕事だからと無しになりました。, 俺の吐く息は空気清浄機よりも綺麗だからね。
彼に対してイライラしてしまい結婚しようか迷ってます。, 我々は自分たちを巡る奥深い知られざる者の真ん中にいて絶えず昏迷する。
もう自信なくした。, 僕は昔から言ってるわけ金が欲しいって大邸宅住みたいって。そういうとねそれは言い過ぎじゃないって。
それは私も望んでいなくて。, 幸せは蝶に似ている。追いかければ見失ってしまうがじっと座っていれば飛んできて止まるからだ。
どうしていったらよいかがよくわからなくなってきました。, 私たち一人ひとりは小川のようなもので大きな河に小川がちょろちょろ流れ込むように全体に少しずつ貢献している。
うまく割り切れないです。, 人間は本来統率されることを好まない。しかし素晴らしく統率されると奮起し納得し陶酔する。
なんとも言えません。, 他人を指導して欠点を直してやり良い方向に導いてやろうと思うならまずあなた自身から始めてはどうか。
鬱病らしいんですけど。, 人間は現在の自分を拒絶する唯一の生きものである。
付き合いたてなので不安しかないです。, 人間は誰でも他人の不幸を見過ごせない同情心がある。
最近誰かに振り回されてる感じがしていて辛いです。, 仕事に生き仕事に勝負し仕事の中に死ぬ。
私の事嫌いなのかな。, 何事も行き詰ればまず自分のものの見方を変えることである。
周囲の目が怖くて仕方ないです自意識過剰なのはわかってるんですけど。, 自分も生き他人をも生かすようにする。これがわたしの信条です!。
たしかに疲れてるとおもいます。, 人は皆自分という檻を破る脱獄囚なのさ。
気持ちと行動が一致しなくなってます。, 夢に向けてチャレンジしているかぎり後悔はない。
やめない方が良いですかね。, 私がパチンコから戻ると生き生きとしている訳ですよ。
コミュニケーションが弱いのであまり。, 人間はメッセージを忘れたメッセンジャーである。
私がイライラしたことを彼にぶつけてしまったことです。, 人間を判断するのにその人の偉大な特質によるべきでではなくそれをどのように運用するかを見るべきである。
うまく話せなくて。, 女は追えば逃げるもの子供も大人も同じだな。
半年前からトラブルになっていて。, あなたを愛している人のことを忘れるな。
結婚は出来ないんですね。, 人は失敗するたびに何かを学ぶ。だが結局失敗は何ものでもない。
断られちゃって誘いにくいなーって。, 人生をあまり深刻に考えてはいけません。だって生きたままそこから逃れることは絶対にできないのですから。
もうなんかうっとおしいわ。なんとなく。, 私は女性が愚か者であるということを否定はいたしませんが全能の神は男性につりあうように女性を作られたのです。
警戒されているんじゃないか。, 夢は虹に満たされ虹は夢に満たされ空じゅう虹になれ現代文表記。
あまりわからないというのは。, 自分が理解し自信が持てる範囲にとどまること。
思い出してると思うのが嫌です。, 自分で自分を決めつけないことです。
彼言葉きつめですからね。, 人間を判断するのにその人の偉大な特質によるべきでではなくそれをどのように運用するかを見るべきである。
だからダメだって。, みんなが勘違いしているのは集中力というと力がはいってやるんだやるんだという状況だと思っているという点です。
ヒステリックで。, 何のために外食をするのか。そこに度肝を抜くようなサプライズ感を感じてもらうためではないでしょうか。
人と関わることが好きですがしゃべるのが下手で友達もなかなかできません。, 人はあらゆる葛藤に関し復讐や報復攻撃を拒む方法を発達させねばならない。こうした方法の基盤は愛である。
私はそれが嫌でパートに出て。, 俺は何も隠さないから見たいなら見ろ。見て感じてくれという姿勢をベテランが持っていると若手も伸びやすい。
今なにしてもリアクションないでしょうたぶん。, 人生で経験したすべての逆境トラブル障害が私をまっすぐにし強くしてくれた。
前にケンカした時は冷たい態度ぁりました。, 本当に辛いと思うことを思いがけなくプラスに転向できるもの。
今の会社では精神的な消耗が大きくて難しい状況です。, 私は私の夢を実現します。
人間関係に疲れてきました。, 僕はもともと言葉が好きじゃない。
もう悩んでいるのもしんどくて。, 夢を叶えるためにはどうしたらその夢が現実になるのかをじっくりと味わう必要があります。
もう振り向くことはほぼないですね。, 幸せの形は人それぞれ。
彼の家庭が最近うまくいっていない気がしています。, 我々は女性にしゃべらす薬を持っているが女性を沈黙させる薬は誰も持ってない。
