input_text,encouragement_text
体重もキロ増えて重いです。, 今日一つわかった事がある俺は一人だ。だが一人でも特に問題じゃない。人間はそもそも一人なのだからそれが今日俺が学んだ事。
今月の終わりに彼と泊まりの予定があるのですがそれも難しいのでしょうか。, 我々は気持ちを楽にしてすでに決定されたことでもそれにあまり執着してはならぬ。
それが不安です。, 人様の役に立つ情報を収集せよ!人に迷惑をかけてはならない。
そのきっかけはわかりますかちなみに今少し不安があり。, 我々が逆境を越えられない理由は実はその逆境に正対できなくなるから。
職場では人間関係がネックです。, 俺が参加するってことがいくらかなりとも影響力をもつんじゃないかと熟慮してみるべきかもしれないとは思う。
好きとか付き合いたいとか言っててもちゃんと伝わってないってことですかね。, できると言ったことを実行しただけだ。
だから答えられないという感じですか。, やる気のない上司の下で働く部下はやる気がなくなる。上司にどれくらいやる気があるか部下は観察しているものだ。
復縁も難しいものでしょうか。, 親の七光りで将校だ元帥だなどと国民に笑われたくはありませんからね。
それがネックになり決断出来ないと言われました。, 努力すれば必ずその分報われるといった幻想を持ちすぎてはいけません。
どう思われてるのかもわからず。, 発明は全て苦しまぎれの智恵だ。アイデアは苦しんでいる人のみに与えられている特典である。
なんだかあまりよくないですね。, 嫉妬に対処する一番の方法はすぐに嫉妬という感情を察知して吐き出しちゃうこと。
諦めてるんですか！。, 借金しようが泥棒しようが一生涯にたくさん金をつかっちまった奴がやはり金持ちと呼ばれるべきでしょう。
生きることがしんどくなるときがあります。, 人生は一箱のマッチに似ている。重大に扱うのはばかばかしい。しかし重大に見るべきである。
それ以来今日まで私が送ったのには返事が一切なくて。, 賢明な思考よりも慎重な行動の方が重大である。
半ば嬉しそうに話していたのに呆れてしまいました。, 人生は勝ち負けじゃない勝ちっぷり負けっぷり。
女性が多い環境でコミュニケーションに少し困っています。, 人間はただ自分がしたいと思ったことをせずいやだと思うことに努めるならばそれぞれ身を全うすることができるものだ。
遠回しがすぎるので。, あなたの話し相手はあなたのことに対して持つ興味の百倍もの興味を自分自身のことに対して持っているのである。
彼が短気で私が堪忍袋がキレてしまいました！。, 人間の性格は人生のあらゆる段階で他人との交流から強い感化を受ける。
あ涙出てきたたぶん力いっぱい頑張れなかったら悔いが残ってるのかな。, 人に運命を委ねない。
疑心暗鬼になってしまいます。, 雑音は気になりません。
人前で発表することがよくあるのですがプレッシャーで。, 私が天に立つ。
まだ会って二回目やのに。, 無実の人間なんていない。
私はそこまで今の彼氏に気持ちがなくてどうしていいか分からないです。, 努力した人の失敗としなかった人の失敗は必ず異なる。
なんだか今日はちょっとお疲れ気味なのかあんまり元気がでません。, 人間って限界にぶつかりそれを乗り越えて大きく育つものだと思います。
もう半分あきらめてました。, 愚者は己の舌を抑えられない。
私の何が原因なんでしょうか。, 怖い現実から逃げれば現実はもっと怖くなります。
すぐ怒ったりイライラしたりです。, 私はリンクの上にいるだけで幸せ。
彼を疑っているのではなくじぶんに自信が持てなくて。, 何でそこまで夜のクラブ活躍に熱中していたかというと俺の場合は遊びから仕事に返ってくるものがかなりあるから。
不倫で可哀想なのもあって。, 賢者も勇者も歴史という名の線路の上に横たわって未来という名の列車がむざむざ自分を轢いていくのを待つようなことはしない。
縁をつなげたままやと私の好きな気持ちが消えないというか苦しいんですよね。, サラリーマンのしあわせは結局いい上司と同僚さらによき後輩にめぐまれることこれに尽きるでしょうね。
悲しい事実です！。, 人に甘えてそのつながりだけで生きてきた人間ですからそのつながりは大切にしないといけません。
私が会いたいと時間作ってと言っても作ってくれないと思うんですよね。, 人間どん底にいる時何が一番の救いになるか教えてやるよ。それはこの世に自分を必要としている人間がいることに気がついた時だ。
断られたことないから不安です。, 人を見るとき大切のなのは見えるものより見えないもの。思いやり純粋さ素直さ優しさ。目に見えない人間性を大切に。
最終的にダメになるて事ですね。, 自分と向き合わないで他人や環境に目を向けてばかりいるから成長がないのである。
私が会う直前に危篤とのことお会いできませんでした。, 自分の幸せに限界があることに気づいたの。
待ち疲れてたのかも。, 知恵は知識に勝る。
お互いイライラしたりしていないか。, 学問は一種のギャンブルである。
あ応えられないって事ですね。, 世の中にブスなんていない。自分のことをブスだと思う気持ちこそがブスだあなたがそこにいるのは両親の愛情の証なんだ。
じゃぁこのまま付き合っても意味ないですね。, 人と一緒に笑えば相手に感謝するのがたやすくなるし友情も育つ。
今日これから出かけるかどうかさえわからない。, 女の欠点を知ろうと思ったら彼女の女友達の前で彼女を誉めてみることだ。
それならそれであたし自身どうすればいいのか。, 自分の願望に関係する写真や絵を手元に置いてたえずそれを眺めるようにしなさい。
今では普通に吸ってたりするのが嫌で。, 死ねと言って本当に死んだらどうするんだ。
私の母親と仲良くできる自信がないみたいで。, 人生は帳尻が合うようにできている。
何か自分が最低人間に思えて自己嫌悪に落ちっぱなしなんです。, ピンチを多く経験することが大事です。
老後。ウチも不安ですが。。, 人を裁くのを止め許すことができれば心は安らぐ。
そんな現状なんですが彼の気持ちはもう離れてしまいましたか。, 時間とはサイズ直しの得意な仕立て屋のようなものである。
料理を私ができるかも不安ですし。, 物事を始めるチャンスを私は逃さない。
もう忘れてしまいたい。, 俺のものはお前のものお前のものは俺のもの。
その方とうまくあまりいっていません。, 幸せは世の中で唯一分割して増えるものだ。
あと前から気になってたんですけど彼あまり実家との関係ってよくないのでしょうか。, 我々の理性の正しい使い方は自愛と社会愛を一致させさらに進んで実際においても同一のものにすることである。
もうダメですね。, 今日は今日明日は明日。
なんせメンバーの予定が合いにくい。, 人は表現する動物だ。
つまり邪魔したい感じでしょうか。, 我々は一人で世の中を歩いている。我々が望むような友だちは夢であり寓話である。
でもめっちゃ気まずい感じで。, 人生は狩りだ。
なんて伝えればストレスです。, 人に物事を教えるには教えているような様子をしてはいけない。忘れたことのように言い出さなければならない。
なかなか忙しい彼なので会えないのですが。, あなたが悲しいと自分の半分が悲しくなる。
私のことが怖いのでしょうか。, 夢のない人生に希望はない夢ばかり見ている人生も希望はない。
音大なんて行ける実力ないしやめておけって言われそうで。, 教養とは一口に言ってはにかみなんですね。
素直に喜びたいけど複雑です。, 人間金と名誉といいますけどね。その金にも名誉にも縁のない仕事をした時は幸福な気分ですよ。
今勉強が不安だし正直したくないです。, 人はその煩悶の始末をただ理性にばかり委せるために心を乱すことの方が多いのである。
わたしは彼と会うべきなのかなんなのかわからなくなってしまいました。, 人間というのはどれほど多くの涙とともに飲み下した教訓であっても喉元を過ぎたとたんに忘れてしまう生き物である。
仕事が大変なんだろうな。, 人間は考えることが少なければ少ないほど余計にしゃべる。
いつ会えるのか分からないし。, 嫉妬に対処する一番の方法はすぐに嫉妬という感情を察知して吐き出しちゃうこと。
やめた方がよいですよね。, 賢者は自分自身に愚か者は他人に問いかける。
それがよくわかりません。, 人はほとんど常に誰かが前に踏みしめていった道を歩むものである。
旦那が頑張っているのはわかるけど私の気持ちがすっきりしないままで。, 人間は安住の環境があると自分では知らぬ間に心がゆるむ。いったんゆるめばもうエンジンはかからない。
この先どうなるのかなと漠然とした不安が。, 今日一人が耐えられない夢を見たんだ。それは人に理解されぬことだろうと。
やっぱりうまくはいかないんですかね。, 客が買う気になる値段でこっちが儲かる値段。これを決めるのが商売のコツだ。
彼の気持ちが見えないなーってことが心配で。, 賢人は妨げうる不幸を座視することはしない一方避けられない不幸に時間と感情を浪費することもしないだろう。
彼の気持ちがよくわからず。, 我らは常に命の短きを嘆きながらあたかも命の尽きる時期などなきがごときに振る舞う。
周りになんか言われるのが嫌みたいで。, 私たち誰もがお互いを必要としているのです。
会社側からハッキリゆわれるまで転職活動しにくいので。, 成功するためにまず何から始めるべきかという質問の答えはとても簡単で自分の一番好きなことをするということだ。
家もなかなか見つからず。, 運命の恋にためらいや計算は必要ないの。
を入れると心配し過ぎている感じがしてい。, 愛することにかけては女性こそ専門家で男性は永遠に素人である。
私はそこがいちばんいやです。, 人間は天性に従って行動するのがよい。
ここ数年フラれてばかりで恋愛に自信なくしてます。。, 信念確信熱心さ情熱自分自身を信じることなどが気付かれないように徳を積むコツ。
友人とも疎遠になりつつあり。, 毎日同じ人が15日間来るわけじゃないからね。その1日のために何時間もかけてくる人もいるわけですから。
いえ嫌いではありませんが苦手意識があります。, 世の中に仕事人なんてのはいないんですよ。必殺は夢の世界ですから。チャララーと流れたら夢の世界。
私の事すごく怖いと思いますきらいだとおもうし。, 私は男性の収入を気にしたことはありません。私が稼げばすむ話ですから。
やはり不倫ということが頭にあります。, あなたに出来ること出来ると夢見たことが何かあればそれらを今すぐ始めなさい。
一週間以内に来なかったら諦めたほうがいいということですか。, 仕事で頭を使わないやつは伸びない。
いつも済みません。, 幸せとは形じゃない。幸せとは気分だと思っている。
その注意は少し重い感じですか。, 僕は会社の将来がどうなるかなんてあんまり興味ない。
いつも好きな人になかなかすかれないのですが。, 人間は地位が高くなるほど足元が滑りやすくなる。
よく意味がわからなくて。, 私はいつもこうした混雑の周期的な波動の山を避けて谷を求めることにしている。
なんでこうなったかもわからないのにもやもやするし。, 涙声は不器量な女の逃げ場であるが美しい女の零落だ。
心が心配でなりません。, 勉強で重要なのは最小努力で最大効果を生むことです。
彼に会ってる体力がないかも。, あめつちの初は今日より始まる。
借金が増える一方で。, 今日からパパママもやります。
待ちの姿勢は嫌ですね。, 努力は裏切らないという言葉があるけれどこれは真実だ。
まだ決心はついてません。, ああ寒いほどひとりぼっちだ。
最近喧嘩ばかりで。, 人間というのはどうしてこんなに勘違いをするのだろう。
言えなかったです。, 世の中が変わってくれば人間も変わってくる優しくなれる。
私には何も望んで無いでしょうねバツが悪そうだ彼女。, 愛の孤独を知ったがゆえに愛というもののはかなさ善きものへの美意識は研ぎ澄まされる。
あと彼も未練とかあるでしょうか。, あなたのためにしにます。けどあなたのために生きません。
怒っているのですか。, 醜聞をあさる者たちは社会の福利にとってしばしば必要不可欠である。
愛情はもう薄れてしまっているんですよね。, 結婚はふたりでひとつのトランクを引いていくようなもの。ひとりじゃ重くて運ばれん。
追い詰め過ぎですか。。。, 失敗は成功の味を引き立てる調味料である。
わたしはきっと自分がきつくなるのは目に見えてる。, 愛を惜しむな。
なんか彼にとって重くなりたくなくて。, 私はよく踊ると色気が出ると言われるがそれは踊っているときは自分に自信があり表現することを楽しんでいるから。
ちょっとわかりにくいです。, 人間というのは忘れっぽい生き物ででも忘れられるからこそ生きていけるという側面をもっている。
話すら耳を傾けてくれないんだよ。, 人生で大切なものは勇気と創造力そして少しのお金だ。
何だか自分に自信がなくて。, 成功者の基準を持つ。
束縛が強すぎて。, 何であれ一つとして一つで完璧なんてものは無いのかもしれない。
昨日また少しケンカしまして。, 人を傷つける真実よりも癒しの虚偽がまさる。
と言って多分イライラしてるんだろーなって。, 新しい秩序へと変わってゆく前に混乱はきちんと認識され体験されることが必要である。
何だか彼の気持ちがわからなくなりました。, 私は笑いの力を信じている。
じゃあ私と付き合ったりとかはできないってことですよね。, 人間は誰でも他人の不幸を見過ごせない同情心がある。
欲求は叶えられずに仕事だけするのってかなりきつかったです。, 他人は失ったものに目を向けますが私は得たものに目をむけます。
なんか忙しいかなとか気を遣ってしまう自分もいるんですよね笑。, 何よりスケートの持つ芸術性に惹かれています。
もしあってもなに話していいか分からないし。, 死生命あり富貴天にあり。
私が負けてるということですか。, 心が痛がりだから生きるのも辛いと感じる。
私も自信はないんですが。, 人間としての資格と書いてごらんなさい。
怪しい気がして。, すべての粗悪な芸術は善良な意図の結果である。
その子と付き合って私はいじめにあいました。, 俺にとっても今日は何ら特別な日ではないぞ。
面倒って思われてるのかぁ。, 失敗を恐れず前を向いて進んでください。
そんなの無駄だって分かってるから。, 愚か者だけが貸す三つのもの。それは本雨傘金だ。
今までお付き合いした事がなくて。恋愛があまりわからないんです。, 人間は最も多くの人間を喜ばせたものが最も大きく栄える。
あんまり合わない。, 物事を極めたらやっぱり最後はシンプルなところに辿り着くのかな。
表面的を見てしまいがちなので気をつけなきゃです。, 詩人は言葉を新しくする。
彼女とうまくいってないのかな。, 無謀だとみんなが言うことに立ち向かう。血のにじむような圧倒的努力で。
よくわからなくて。, そいつを持ってろ!ずっとだ。
今はまだ負担になりますかね。, 人間性を見るためにはその人が直接利害関係のない他人をどう扱うかを観察してみれば自ずと人間性が出てくるものだよ。
彼に言ってもどうしようも無いのに。, 何事であれ最終的には自分で考える覚悟がないと情報の山に埋もれるだけ。
状況を話してくれないから分からないです。, 愚者は己の舌を抑えられない。
会社都合で解雇になってからなかなか再就職が決まりません。, みんなが危ないと言ってることこそ実は危なくなかったりする。
前彼ともどってはよくないでしょうか。, 人生は試練の連続で幸せな瞬間はみたいに合間にあるだけ。
私は疲れてきてます。。, 愚者は己の舌を抑えられない。
二年前告白したら先約がいると言われたので不安です。, 我々は生まれるときに泣く。死ぬときにではない!。
彼も彼女も憎いです。, 何のリスクも冒さないとさらにリスクは増えてくる。
明るくむずかしいですね。, 世知辛さみたいなものも感じながらそれを言葉にしてどうしようもないことを踏まえながらでも諦めずに。
でも女と出会ってからあからさまに冷たい会ったら。, 相手が気持ちよく話しているとき決してそれをけなさないこと。
怒られてしまいました。, ネガティブに考えポジティブに生む。
居心地悪いよね。今は。, 女に振り回されるな。女を振り回す男になれ。
なかなか再び近付けなくてこのまま縁が切れてしまわないか心配です。, 嫉妬に対処する一番の方法はすぐに嫉妬という感情を察知して吐き出しちゃうこと。
私もちゃんと言わなきゃだけど逆上するの怖いし。,<unk> しい人は好かれたいがためにお人好しを演じて他人のトラブルを背負い込む。
私私彼にとってダメな人ですか。, なんと速やかに我々はこの地上を過ぎてゆくことだろう。人生は短い。
月は彼が忙しいとかぎっくり腰になったとかで。, 何が成功か失敗か明確に基準を決めるとフィードバックが早くなり成長が加速されます。
ほっとかれすぎるのは寂しいですね笑。, 夢は自分でつかめる。自分で動けば夢じゃなくなる。
私も疲れてますからあちらも疲れてますよね。, 人は幸せだから歌うのではない。歌うから幸せなのだ。
彼もそういう状態のわたしを心配してるのかも。, 私は今生きようと努めている。というよりもどのように生きるかを私の中の死に教えようとしている。
職場の人に変に思われてないかな。, 物事を始めるチャンスを私は逃さない。
会いたいとか言って重いとか気持ち悪いとか。, 人間は強者の近くでコンプレックスを抱く。
私が店の規律に違反することをしてしまい。, 他人にしつこくするのは慎みましょう。あなたのエゴ欲求を繰り返し相手に植えつけることになるからです。
私も死にそうなくらい忙しくて辛くて。, 我々は気持ちを楽にしてすでに決定されたことでもそれにあまり執着してはならぬ。
もらっている生活費の中からだと無認可保育料は高くて厳しいと。, 誰かがやらなければ勝てない誰もやらないなら僕がやる。
わたしが彼の行動にイライラしてしまうことがあって。, 負ける喧嘩はするなが我が家の家訓。
当たりすぎてて怖いです笑。, 自分が成長し続けるために大切なのはやっぱり気持ち。
彼のお母様と会うまでには至らなかったです。, 人間というのはどれほど多くの涙とともに飲み下した教訓であっても喉元を過ぎたとたんに忘れてしまう生き物である。
むこうが結構忙しくて。, 何事も行き詰ればまず自分のものの見方を変えることである。
彼のご親戚に御不幸があってあえず。, 人生は悟るのが目的ではないです。生きるのです。人間は動物ですから。
本音が言えない夫婦だったと思います。, 雑談は軽いことと同時に明るいことが大切です。暗い雑談でお客さんを怒らせはいけません。
トラブル多くて。, 人生はメッセージです聞きなさい。人生は信念です信じなさい。この世は信念で満ちています。
わたしの気持ちがつまらない。, 夢がねえなら現実を全力で生きたらいいわ。なんか見つかっからよ。
いつも同じようなのですが彼と喧嘩のような形になりそうで。, 愛の孤独を知ったがゆえに愛というもののはかなさ善きものへの美意識は研ぎ澄まされる。
彼が私の妊娠を心配しています。, 本当に重大な機会は人生にめったに訪れない。
なんなのかわからなくなってきてしまいました。, 人間もう駄目だと思ったところで終わるのでは進歩がない。もう駄目をだしたら気力を失う。。
何が問題なのかわからない感じですもん。, 人間というものは強さと弱さ光明と不明矮小と偉大の混合物である。
彼の仕事がなかったらあえます。, 何よりスケートの持つ芸術性に惹かれています。
日間くらい彼に会えないんです‾᷄‾᷅大丈夫ですかね彼。, 日の数で数えてはいけない。人生は夜の数で数えるのだ。
最近少し閉塞感があります。, どんな人間でも目をかけてあげたらそれなりに能力を発揮するもんやな。変わるもんやね。
わたしのせいにしてくるので。, 正しい思慮こそが神の最上の贈り物である。
同居しても彼と喧嘩して居場所のない私は外に出て頭を冷やす事出来ますか。, 会社の為に働くな。
それがすごく嫌なんだと思います。, 僕は芸術家だから芸術の話をしますと芸術というものはやはり役割があってね政治や経済でできないことができる。
いじめは社会人になってもですか。, 愛とは育てなくてはいけない花のようなもの。
あとそれに伴いりこんもできず恋愛もうまくいかず。, 何を言ってやがる。
仕事で関わることもまた少なくなりました。, どんな人にも特有の才能がある。光る宝石は誰の中にも隠れている。
何度も話し合ったり喧嘩もしましたがだめです。, 何度失敗したっていいけどこれしかないという時は絶対に結果を出さなきゃいけない。
ちなみに彼が私に対して冷静に判断できないとはどういう意味でしょうか。, 誰も分からないよ何が正しいかなんて。
付き合うとなると責任とか感じちゃうんですかね。, 僕は仕事が好きでした。ただ仕事で無理するうちに自分のことを嫌いになってしまったんです。それがうつの原因じゃないかと。
夜すごい落ち込んだんですよね。。, 我々は好んで他人が完全であることを求めはするが自分自身の欠点を正そうとしない。
よくわからない状況が辛くて。, 俺はただ自由になりてぇだけなんだよ。
誘っても断られるきっと。, 孤独な暮らしの目的はただ一つしかない。もっとゆったりともっと気ままに暮らすことである。
彼がこの様な態度になってしまうと未来が怖くなってしまったりしてしまうんです。, 人間は一人では人間でない。
子供に関心なくて子育て一人で頑張ってて辛くなっちゃって。, 他人の好きという言葉に安心できないし信じられない。そういう人は自分が自分を心の底では嫌いなのである。
会わなくなってしまったんです。, 新しい才能は年寄りの博学者からは生まれていない。
今の彼氏と結婚しても平気ですか。, もう潰れて自由が丘で寝てる。
じゃあもう諦めるしかないですね。, 何より私は人の運ってあると思います。案内してくださった人たちとの巡り逢いに背中を押され書こう!と。
しかし今日進行流産と診断されました。, 悪口を聞くときはあいづちを打たず視線はそらし気味に。
夫にバレたら大変だしね。, 才能に恵まれているばかりにその才能だけで誤魔化して努力というか勉強をしない人があまりにも多い。
ということはわたしたちがうまくいくことはない。, 今までより深く心がひらけば会う人皆が優しくなる。
二日酔いってこんなにも辛いんですね︎笑。, 君の唇と君の言葉どっちを信用したらいいのかな。
彼にあいたいと衝動がつらくて。, 人間は幸福の二倍不幸に遭う。
日よりかかってしまいそうやそしたら体だけになってしまうのも嫌やし。, 世の中には濡れ手で粟を掴むような旨いことがそうザラにあるわけのものではない。
歳も歳だしあせりもあって。, 失敗とは一つの教訓にほかならないし好転する第一歩である。
やっぱりほっとけなかったです。, 人間は一生に一度きりではなく一日ごとに気持ちを改めていかなければならない。
それについてなにかいう人もいないのに。, 僕は日々チャレンジなんで。
私はこれからどうしていけばいいでしょう。, 人生で重要なのは生きることで生きた結果ではない。
辛いんですよねなんか。, あなたが人の信頼やつながりを蔑むのは信頼に値する相手がいないから。でもそれはあなたが他人を見下し心を閉ざした結果です。
好きな人の事ばかり考えてしまって。, 何事も思っているほどは悪くない。朝になれば状況は良くなっている。
だってなかなか彼とは繋がらないのでこっちの気持ちが冷めてきてて。, すべての知的職業は素人に対して陰謀を図る。
彼のことを永遠に信用できないとおもいます。, 私は笑いの力を信じている。
不安で不安で何も手につきませや。, みんなが成功するとわかった時にはもう遅い。
情緒不安定さに私が振り回されてますね笑。, 人生を振り返ると明らかに失敗だった。そう断言することはかなり勇気のいる。
誘いづらいのかな。, 私たちは失敗はしない。勉強しているだけだ。
ですね新しい職場の同期の女の子に凄いアタックされているようで。, 私たちは発展するために生まれてきたわけではない幸せになるために地球に生まれてきたのだ。
また告白しても迷惑なだけですか。, 失敗を楽しんで失敗から学びなさい。成功からは学ぶことができません。
ただ人前や大勢の場所学校や職場に行くとうまく自分自身を表現する事ができません。, 未来の俺の追い風となれ。
いない可能性がある。, 負けた時には絶対に原因があります。必ず自分自身のなかにミスがありますので。
正直自分がその場にそぐわないな。, 夢を追い夢破れそしてまた夢を追う。毎日が挑戦。毎日成長。
最近ぶつかることが多くて。, 自分の要求することで自分の出来ないことを他人がした時には感謝せよ。
去年就職試験落とされてしまって。, あの僕のカードはただのはっぱじゃ。
やぱ合わないんかな。我慢してるかな。, 人に興味をもつことだね。
それで少し怒ったきがした。, 私と一言でいいますがたくさんの命のつながりたくさんの出会いがあって今こうしてあるのです。
来月は旅行に行く予定を立てていたのですが仕事だからと無しになりました。, 人間配られたカードで勝負するのさ。
彼に対してイライラしてしまい結婚しようか迷ってます。, 物事には見えないものがある。それこそが重要かもしれない。
もう自信なくした。, 愛は人を無能にいたします。私はまけました。
それは私も望んでいなくて。, 仕事が辛いから子どもには継がせませんというのはよく聞く言葉だよね。
どうしていったらよいかがよくわからなくなってきました。, 何かを試みようとすればあらゆる反対異論を克服しなければならない。
うまく割り切れないです。, 大事なのは自分がもうダメかもって思ったそこからがスタート。
なんとも言えません。, 僕は会社員とか絶対無理と思っていたんです。
鬱病らしいんですけど。, 知恵がないからみんな価格を下げるんですよ。
付き合いたてなので不安しかないです。, 人間は自分の生命を生きるのだ。いきいきと楽しくいきるのだ。
最近誰かに振り回されてる感じがしていて辛いです。, 学問は必ずしも他人を満足させる為にするものでもない。その結論が当面は世間の害になることすらあろう。
私の事嫌いなのかな。, 悲しみが多ければそんなに悲しいとは思わない苦しみが多なければそんなに苦しいとは思えない。
周囲の目が怖くて仕方ないです自意識過剰なのはわかってるんですけど。, 人は兄弟姉妹として共に生きていく術を学ばなければならない。それが出来なければ私たちは愚か者として共に滅びることになる。
たしかに疲れてるとおもいます。, 賢い男性が賢い女性を愛するよりも賢い女性が賢い男を愛することになる。
気持ちと行動が一致しなくなってます。, 僕は評判の店とか行列のできる店なんかには行かない。
やめない方が良いですかね。, 世の中には幸福も不幸もないんでしょう。
コミュニケーションが弱いのであまり。, 経営者を演じながら常にもう一人の自分がそれを客観的に見ています。
私がイライラしたことを彼にぶつけてしまったことです。, 世の中で一番悲しいことはうそをつくことです決して他人の嘘をふっかけません。
うまく話せなくて。, 人間にとって一番辛いものは貧しさや病気ではなくそれら貧しさに身をさらしている状態なのです。
半年前からトラブルになっていて。, 失敗を恐れて動かないよりチャレンジして失敗したほうがずっといい。
結婚は出来ないんですね。, 何でみんな叫ぶんだ俺たちの中にみんな何を見ているんだ。
断られちゃって誘いにくいなーって。, あなたが前進しようとする旅路をはばむ唯一のものは他人のものにまであなたが権利を主張することです。
もうなんかうっとおしいわ。なんとなく。, 美の弊害なんて微々たるものです。
警戒されているんじゃないか。, 人間は考える葦というが本当に考えるだけである。
あまりわからないというのは。, 失敗の最大の原因は自己不信自己非難自意識過剰。
思い出してると思うのが嫌です。, 負け犬じゃない私は諦めない私が負け犬だったはず。
彼言葉きつめですからね。, 我々の間にチームプレーなどという都合のよい言い訳は存在せん。あるとすればスタンドプレーから生じるチームワークだけだ。
だからダメだって。, 自分のことが嫌いになるようなことをしない。
ヒステリックで。, 読書をすれば論理的思考が身につくとよく言われるがこの言い方は大きな誤解を招く。
人と関わることが好きですがしゃべるのが下手で友達もなかなかできません。, 競争社会の中にある限りは突き詰めると戦争になっちゃう。
私はそれが嫌でパートに出て。, 無意味の様な生き方金のためじゃなく夢のため愛のためそんなものにかけてみるさ。
今なにしてもリアクションないでしょうたぶん。, 私だって神様じゃないなら一緒に走ってるって事よね。
前にケンカした時は冷たい態度ぁりました。, 心に貪りなき時は人に<unk> ふことなし。
今の会社では精神的な消耗が大きくて難しい状況です。, 大事な試合で打てるのは運というか星というか偶然ではないものを感じます。だから僕は神様の存在を信じちゃう。
人間関係に疲れてきました。, 私は道具に過ぎません。
もう悩んでいるのもしんどくて。, 愚痴を聞いてくれない友人愚痴を言ってくれない友人つまり互いに愚痴らずにいられる友人。
もう振り向くことはほぼないですね。, 生きていくのってとても大変なこと。
彼の家庭が最近うまくいっていない気がしています。, 無用なものは全て捨てなければならない。
嫌いになったということですか。, 己れの長を以て人の短を形すことなかれ。
もう私に向いてもらうことは出来ないのでしょうか。, できるとかできないが問題ではない。大事なことは真実に生きたいと欲することである。
そこが一番不安で。, 賢臣がいて君主のためになさぬなら君主の地位は危うい。
ご縁があるか不安で。, 人生を振り返ると明らかに失敗だった。そう断言することはかなり勇気のいる。
やっぱり放置しとべきですよね。, あなたの退屈さはあなたが考えているほど強固なものじゃないかもしれないということよ。
