input_text,encouragement_text
なのにたまに普通に話してしまうことがあり混乱して自己嫌悪に。, 僕の座右の銘――僕は何も必要としない。
結局私の心は前の彼に戻ってしまいました。, 今日や明日来月に株価が上がろうが下がろうがこの株ならとことん買うというメンタルが必要です。
最近は会えてないです。, 私自身は豊かな映画を作り続けていきたい。
嫌われちゃったのかな。別れたいのかな。, 失敗しない者は何も成しえない。
彼がなかなか難ありの性格なので悩みますわら。, 心に起きることはすべて体に影響し体に起きることもまた心に影響する。
とてもつらいです。, やるべき時にやるべき場所にいてやるべきことをする。それが幸せで何にも縛られない唯一の生き方だと思う。
仕事でも周りにどう思われてるのかなって不安になったり。, 私は無益で精一杯な不潔で無作法をしたビジネスはしたくない。
わたしはつい彼に先のビジョンがあると勘違い。, 自分のなかに男と夫と父親という三つの分身を分けて考えてみる。
自分は前の病棟スタッフからどう思われてたすか。, 人間にとって大切なのはこの世に何年生きているかということではないこの世でどれだけの価値のあることをするかである。
体重もキロ増えて重いです。, 死はいつ訪れるか分からないでしょだから死を強く意識すれば人は充実して生きる。
今月の終わりに彼と泊まりの予定があるのですがそれも難しいのでしょうか。, 成功とはなりうる最高の自分になるためにベストを尽くしたと自覚し満足することによって得られる心の平和のことだ。
それが不安です。, 僕が生まれて初めてマジックを習ったのは7歳のときだったのでもうずっとマジック以外何もしていないです。
そのきっかけはわかりますかちなみに今少し不安があり。, 人生は情熱によらなければ勝負できない事ばかりだ。
職場では人間関係がネックです。, 我々が死や恐怖に対して恐れをいだくのはそれらを知らないからです。それ以外の何ものでもない。
好きとか付き合いたいとか言っててもちゃんと伝わってないってことですかね。, 自分が変わっていったら結果として周囲が変わっていくんや。
だから答えられないという感じですか。, 我々は心穏やかでいられるだろう。集団から離れているだけで。
復縁も難しいものでしょうか。, 私がコントロールできるのでない限り会社を売るつもりはありません。
それがネックになり決断出来ないと言われました。, 人生の豊かさは胸を熱くした思い出や涙に暮れたせつなさの数で決まるはず。
どう思われてるのかもわからず。, 女は宝石が欲しいんじゃないの!それが愛の証だから欲しいの。
なんだかあまりよくないですね。, 私は私が出演している映画のヒロインの生活と私自身の生活という二つの生活を並行して送ってきた。
諦めてるんですか！。, 俺はね嵐については特別深い考えとかないんですよ。
生きることがしんどくなるときがあります。, 他人を儲けさせろ。
それ以来今日まで私が送ったのには返事が一切なくて。, 私たちは感情的な中身を必要としている。私たちの行動に力を与えてくれるのは感情的でないものです。
半ば嬉しそうに話していたのに呆れてしまいました。, 愛することの反対は憎み合うことではありません。無関心になることでもない。無責任になることでもないです。無我夢中になることでもないのです。
女性が多い環境でコミュニケーションに少し困っています。, 若いころはどんなに疲れていてもがんばれた。
遠回しがすぎるので。, 人生を楽しむ秘訣は早めに死ぬこと。
彼が短気で私が堪忍袋がキレてしまいました！。, 人は誰でも実際に起こらなかったことを思い出にすることもできるものなのです。
あ涙出てきたたぶん力いっぱい頑張れなかったら悔いが残ってるのかな。, 努力は必ず報われるなんてもう聞き飽きたよ。
疑心暗鬼になってしまいます。, 1年後の成功を想像すると日々の地味な作業に取り組むことができる。
人前で発表することがよくあるのですがプレッシャーで。, 人の外部的な世界とその人の上に起こるすべての事件経験出来事はその人の内にあるイメージの投影なのです。
まだ会って二回目やのに。, 他人を感動させようとするならまず自分が感動しなければならない。そうでなければいかに巧みな作品でも決して生命ではない。
私はそこまで今の彼氏に気持ちがなくてどうしていいか分からないです。, 自分の欠点を人と一緒に笑えるのはその人の長所です。
なんだか今日はちょっとお疲れ気味なのかあんまり元気がでません。, すべての事業の対象は大衆でありどんな仕事の末端も大衆につながっている。
もう半分あきらめてました。, 人生ってソフトクリームみたいなもんさなめてかかることを学ばないとね。
私の何が原因なんでしょうか。, あなたの潜在意識に刻まれた信念と考えがあなたの人生におけるすべての経験や出来事をもたらす原因となっている。
すぐ怒ったりイライラしたりです。, あなたは生きている前に生かされている存在です。
彼を疑っているのではなくじぶんに自信が持てなくて。, 俺は俺の稼ぎでしか飛ばねえよ。
不倫で可哀想なのもあって。, 私は何者も恐れない。
縁をつなげたままやと私の好きな気持ちが消えないというか苦しいんですよね。, 努力次第で脚の形を綺麗にみせることも可能。
悲しい事実です！。, やっぱり好きな人への想いは大事にしたいです。
私が会いたいと時間作ってと言っても作ってくれないと思うんですよね。, 自分の中で矛盾するようなことがあってもそれを無理に解決しようとしなくてもいい。
断られたことないから不安です。, 人生は一度きりだから生まれかわるなら生きてるうちに。
最終的にダメになるて事ですね。, 我々が良識の持ち主だと判断する相手はほとんど我々と同意見の人々だけに限られる。
私が会う直前に危篤とのことお会いできませんでした。, 人間って心構え次第でいくらでも前向きになれるものです。
待ち疲れてたのかも。, 人情は依存症を歓迎しない。
お互いイライラしたりしていないか。, やるべきことが多いほど楽しいと知れ。
あ応えられないって事ですね。, 人は同じ流れに再び入るあたわず。
じゃぁこのまま付き合っても意味ないですね。, 女というものは涙を流す男の前に出ると冷静さを保つのが難しくなる。
今日これから出かけるかどうかさえわからない。, 私は女ぎらいだから知っている女はほとんどいない。
それならそれであたし自身どうすればいいのか。, 人間というのは波に乗れば何歳になっても成長できるものだと思います。
今では普通に吸ってたりするのが嫌で。, 私は軍人であり最高司令官の命令に従う。
私の母親と仲良くできる自信がないみたいで。, 自分と向き合って自分を大事にする事。そしたらきっと生きやすくなる。
何か自分が最低人間に思えて自己嫌悪に落ちっぱなしなんです。, 私たち誰もがお互いを必要としているのです。
老後。ウチも不安ですが。。, 仕事でミスしたり自分に納得できなければ必ず仕事で挽回する――それが自分の中のルールです。
そんな現状なんですが彼の気持ちはもう離れてしまいましたか。, 心に起きることはすべて体に影響し体に起きることもまた心に影響する。
料理を私ができるかも不安ですし。, 人間いくつになっても可能性がある。
もう忘れてしまいたい。, 今日という日は二度と帰ってこない。だからこそ日々の足元を見直すことが幸せにつながる。
その方とうまくあまりいっていません。, 僕にスランプはない。あれは一流の選手がなるもの。得点できないのはただ未熟なだけ。
あと前から気になってたんですけど彼あまり実家との関係ってよくないのでしょうか。, 心は正しく伝わらない。
もうダメですね。, 私は生きている限り演技している。生のままの自分などというものはとうの昔にどこかに葬られてしまったのだ。
なんせメンバーの予定が合いにくい。, 自分のペースでゆっくり変わる他人のペースに合わせても本当の自分は見えてこない。
つまり邪魔したい感じでしょうか。, 自分の人生を納得できるものにするためには常識や他人や社会の基準に惑わされない自分自身の軸が必要。
でもめっちゃ気まずい感じで。, 死はいうまでもなく肉体よりの解放にほかならず。
なんて伝えればストレスです。, 人間にとっての名誉ある傑作とは適切な生き方をすることに他ならない。
なかなか忙しい彼なので会えないのですが。, 女は世界がキリスト教を受け入れた後に改造された新しい種族である。
私のことが怖いのでしょうか。, 人は誰でも実際に起こらなかったことを思い出にすることもできるものなのです。
音大なんて行ける実力ないしやめておけって言われそうで。, 自分の中のプライドってやっぱり捨てれない。
素直に喜びたいけど複雑です。, 心の準備ができていればすべてのものはすぐできる。
今勉強が不安だし正直したくないです。, 人間にとって最も尊ぶべきことははっきり自覚した目的をもつことと決断さらに実行なのである。
わたしは彼と会うべきなのかなんなのかわからなくなってしまいました。, 夢を夢で終わらせるような人間にはなりたくない。
仕事が大変なんだろうな。, 何かを成し遂げようとするよりも徹底的に楽しんでやるという人生最大の目標を持ちましょう。
いつ会えるのか分からないし。, 人生は情熱によらなければ勝負できない事ばかりだ。
やめた方がよいですよね。, 人生あまりむずかしく考えなさんな。暗かったら窓を開けろ光がさしてくる。
それがよくわかりません。, すべての悲劇は死をもって終焉しすべての茶番は結婚をもって終わる。
旦那が頑張っているのはわかるけど私の気持ちがすっきりしないままで。, 夢は虹に満たされ虹は夢に満たされ空じゅう虹になれ現代文表記。
この先どうなるのかなと漠然とした不安が。, 無常観というのは頼りにならないものはきっぱりと頼らないという態度をあらわす。
やっぱりうまくはいかないんですかね。, 私を目にした後は必ず静寂を確保しなさい。私が通り過ぎる時私の力があなた方に注がれている。
彼の気持ちが見えないなーってことが心配で。, 私たちが48を新しい色に塗り替えれば塗り替えたものが当たり前になっていくじゃないですか。
彼の気持ちがよくわからず。, 世の中勝ち負けだけじゃないよ。
周りになんか言われるのが嫌みたいで。, 人は自分の友に秘密を話すがその人にもまた友がいるのだ。
会社側からハッキリゆわれるまで転職活動しにくいので。, あなたが何か偉大な目的や遠大な計画に駆り立てられた時あなたの思考はすべての束縛を打ち破ります。
家もなかなか見つからず。, 成功する人は失敗から学び別な方法でやり直す。
を入れると心配し過ぎている感じがしてい。, あなたの退屈さはあなたが考えているほど強固なものじゃないかもしれないということよ。
私はそこがいちばんいやです。, 人は女に生まれない。女になるのだ。
ここ数年フラれてばかりで恋愛に自信なくしてます。。, 他人から好感畏怖尊敬の念を持たれるようにしなさい。この三つがリーダーたる者の条件です。
友人とも疎遠になりつつあり。, 心を開いてって言ってごらん。全てを肯定してみると答えが見つかるもんだよ。
いえ嫌いではありませんが苦手意識があります。, 世の中が不完全なのに完璧ばかり目指すのは危険である。
私の事すごく怖いと思いますきらいだとおもうし。, みんなすごく飽きやすく情報が消費されるのが早くメディアも細分化している。マスに届ける難しさをすごく感じます。
やはり不倫ということが頭にあります。, あなたは神の器官であり神は今あるがままのあなたを必要としているのです。
一週間以内に来なかったら諦めたほうがいいということですか。, 失敗とは成功する前に止めること。
いつも済みません。, どうして小学生みたいに仲良しグループで固まって座っているんだ。
その注意は少し重い感じですか。, 幸せも後悔も全部自分が決めること。
いつも好きな人になかなかすかれないのですが。, 私の知るかぎり医学的科学的見地から長時間働くことで効率が上がるという証拠は皆無です。
よく意味がわからなくて。, 自分なりの判断力を持てる選手になってほしい。そういう選手がひとりでも増えてくれればチームは骨太になる。
なんでこうなったかもわからないのにもやもやするし。, 私たちの生きているこの世で起きることには全て原因があるこれが因です。
心が心配でなりません。, 我々は従えば戦争を終わらせられるとして最後通告を突きつけられている。
彼に会ってる体力がないかも。, 心を開いて受け止めるならこの世のすべては美しくてもともと。
借金が増える一方で。, どんなことでも心をこめて行うようにしてください。なぜなら心がこもったものは相手を感動させる力があるからです。
待ちの姿勢は嫌ですね。, 僕にとって家族ってどういうものかって考えたことがないくらい自然なもの。
まだ決心はついてません。, 私たちが諦めたら終わりになってしまう。
最近喧嘩ばかりで。, 人はしばしば弱気がゆえに強く臆病なるがゆえに大胆である。
言えなかったです。, 恋にはいろいろの種類があるがその目的は一つだ。すなわち占有したいと望むことだ。
私には何も望んで無いでしょうねバツが悪そうだ彼女。, 恋なしに人生は成りたたぬ。所詮人生がバカげたものなのだから恋愛がバカらしいのも無理はない。
あと彼も未練とかあるでしょうか。, どんなに自分を信じていても時として結果がついてこないことがある。
怒っているのですか。, 自分の思い通りに生きたがどうかが大事。長さではないどう生きるかどう死ぬかっていうのは個人が責任を持って選んで下さい。
愛情はもう薄れてしまっているんですよね。, 結婚はふたりがハッピーになるための単なる通過点。
追い詰め過ぎですか。。。, 私と二人で二十橋の前まで出かけて行って腹を切りましょう。
わたしはきっと自分がきつくなるのは目に見えてる。, どんなに嫌いな相手でもあなたが嫌っているのはその人の一面に過ぎません。
なんか彼にとって重くなりたくなくて。, あなたを妬んでいる人たちはあなたの事を嫌いな人達というわけじゃありません。
ちょっとわかりにくいです。, 自分のことを有名人とは考えていないの。
話すら耳を傾けてくれないんだよ。, 私達は旅をするんだねあいつの背中を追い続けてこれまでもこれからも。
何だか自分に自信がなくて。, 私は決して失望などしない。なぜならどんな失敗も新たな一歩となるからだ。
束縛が強すぎて。, 僕の場合ランナーがいると自由に打っていいと言われても右打ちを考えてしまうんですよ。
昨日また少しケンカしまして。, 私は私の生き方を生き抜く。
と言って多分イライラしてるんだろーなって。, 人間は自分がいつまでもって生きるために生まれてきたんや。自分が自分のいのちを生きるためには。
何だか彼の気持ちがわからなくなりました。, 僕は自分の出ている番組を全く見ない。
じゃあ私と付き合ったりとかはできないってことですよね。, 我々は常に現在にいたためしがない。
欲求は叶えられずに仕事だけするのってかなりきつかったです。, 人間の持っている感情─いい感情も嫌な感情も含めて全部自分の中にある。
なんか忙しいかなとか気を遣ってしまう自分もいるんですよね笑。, 人間の本当の値打ちは地位や権力や財力や名声といった付着物にあるのではなくそれらをすっかり取り去ってしまったところにある。
もしあってもなに話していいか分からないし。, 愛とは怖れを手放すことです。
私が負けてるということですか。, 人間は誰でも他人の不幸を見過ごせない同情心がある。
私も自信はないんですが。, 人間は年を追うごとに世の中も自分のことも見えてくる。自分の可能性の多大さを発見できるのです。
怪しい気がして。, 人生は冥土までの暇つぶし。
その子と付き合って私はいじめにあいました。, 仕事ができるといわれている人の中には自分が得意なことしかやっていないという人が実は多いのです。
面倒って思われてるのかぁ。, 結婚を尻込みする人間は戦場から逃亡する人間と同じだ。
そんなの無駄だって分かってるから。, 人は自分自身について最大の関心を持っている。
今までお付き合いした事がなくて。恋愛があまりわからないんです。, 本当に人って変われるんだなって実感した。
あんまり合わない。, 失敗を楽しんで失敗から学びなさい。成功からは学ぶことができません。
表面的を見てしまいがちなので気をつけなきゃです。, 俺の教え子は死んでも守る!。
彼女とうまくいってないのかな。, 人間を判断するのにその人の偉大な特質によるべきでではなくそれをどのように運用するかを見るべきである。
よくわからなくて。, 私は心底反省した。
今はまだ負担になりますかね。, 死は我々の人生の真の最終目標ですから僕は数年来この人間の真実にして最上の友と<unk> 懇になるよう心しています。
彼に言ってもどうしようも無いのに。, 人の上に立つ者は部下の悩みを良く聞くように心がけなければ良い仕事は出来ない。
状況を話してくれないから分からないです。, 私すごく男らしいんですよね。
会社都合で解雇になってからなかなか再就職が決まりません。, 明日終わるかもしれないしずっと続くとは限りませんよねて。
前彼ともどってはよくないでしょうか。, 本当に高級なものならその高級さを自ら語ったりはしない。
私は疲れてきてます。。, 我々はどんな種類の類推も軽んじてはならない。
二年前告白したら先約がいると言われたので不安です。, 人生のベクトルを意識する。
彼も彼女も憎いです。, 僕は毎日寝る前に腕立て伏せ50回腹筋2030回それとスクワットをやっています。
明るくむずかしいですね。, 俺の聴覚は貴様らとはちょっと出来が違うんだ。
でも女と出会ってからあからさまに冷たい会ったら。, 僕と結婚すればいい。
怒られてしまいました。, 無神経な振る舞いをとり続けているといずれあなたも人から無神経に扱われます。
居心地悪いよね。今は。, 私たちは失敗はしない。勉強しているだけだ。
なかなか再び近付けなくてこのまま縁が切れてしまわないか心配です。, 他人と自分を比べてしまう時とは単に自分に自信がないとき。
私もちゃんと言わなきゃだけど逆上するの怖いし。, 愛のある所には常に家族を成立せしめよ。
私私彼にとってダメな人ですか。, 私たちの生きているこの世で起きることには全て原因があるこれが因です。
月は彼が忙しいとかぎっくり腰になったとかで。, 死は生命の最大の発明である。
ほっとかれすぎるのは寂しいですね笑。, 私にとって走ることは楽しみであり情熱だ。
私も疲れてますからあちらも疲れてますよね。, 人間は自分が思いつかないことには反対します。
彼もそういう状態のわたしを心配してるのかも。, 心が整っていなければ楽しめるものも楽しめない。
職場の人に変に思われてないかな。, 音楽に国境や人種や生態は関係ないわ。
会いたいとか言って重いとか気持ち悪いとか。, 私たちの幸福感と恐怖感は表裏一体。
私が店の規律に違反することをしてしまい。, 人間にとってもっとも尊ぶべきことははっきり自覚した目的をもつことと決断さらに実行なのである。
私も死にそうなくらい忙しくて辛くて。, 俺の眉毛はどこまでも自由でワイルドなのさ。
もらっている生活費の中からだと無認可保育料は高くて厳しいと。, 私自身はみんなみたいにバリバリ働くタイプではなくて家庭ではマイペースをキープすることに必死でした。
わたしが彼の行動にイライラしてしまうことがあって。, 僕は努力をしない自分は嫌いだ。
当たりすぎてて怖いです笑。, 俺の死ぬ気は絶望からじゃない希望から生まれる。
彼のお母様と会うまでには至らなかったです。, 私は私を祝い私の誕生日を祝います。
むこうが結構忙しくて。, 人生に退屈という症状が出ているのであればそれはチャレンジ不足に違いない。
彼のご親戚に御不幸があってあえず。, 愛ゆえに人は苦しまねばならぬ!愛ゆえに人はこの苦しみに耐えねばならぬ。
本音が言えない夫婦だったと思います。, 俺は100オリジナルだ。
トラブル多くて。, 自分の生命を打ち込むことの出来る仕事をもっているものは幸福である。
わたしの気持ちがつまらない。, 僕がお父さんを愛しているとすればそれは僕のお父さんだからというわけじゃなくて僕の友達だからなんだ。
いつも同じようなのですが彼と喧嘩のような形になりそうで。, 仕事は楽しんで続けるのが鉄則である。どんな仕事も天職になる。
彼が私の妊娠を心配しています。, 人生の中で巡り会える相手って案外限られている。
なんなのかわからなくなってきてしまいました。, 私は現在に自己のすべてを賭けている。
何が問題なのかわからない感じですもん。, 人間は適切に勇気づけられればこころのなかの生命力をよみがえらせて過酷な体験を乗り越えていく力も持っている。
彼の仕事がなかったらあえます。, 我々証券業者は我々の商品についてもっと充分な認識を持たねばならぬ。
日間くらい彼に会えないんです‾᷄‾᷅大丈夫ですかね彼。, 人間を知れば知るほど私は犬が好きになってくる。
最近少し閉塞感があります。, 私はとうに女を捨てたわ。
わたしのせいにしてくるので。, 愛が薄れると欠点が見えてくる。
同居しても彼と喧嘩して居場所のない私は外に出て頭を冷やす事出来ますか。, 俺たちは一分前の俺たちより進化する。
それがすごく嫌なんだと思います。, 自分の心の声に耳を傾けるのは難しい。
いじめは社会人になってもですか。, 我々は不幸な人々を叱責する。それは不幸な人々の言い訳を聞かないためである。
あとそれに伴いりこんもできず恋愛もうまくいかず。, 僕は自分が詞を書いてると時間を忘れるんですよ。
仕事で関わることもまた少なくなりました。, 何かを世に残すためには苦労する覚悟がいるってことですかね。
何度も話し合ったり喧嘩もしましたがだめです。, 人は心で考える通りのものである。
ちなみに彼が私に対して冷静に判断できないとはどういう意味でしょうか。, 成功には値札なんてついていない。成功は突然に降ってわくものでもない。成功とは勉強して積み重ねその結果であり努力の賜物である。
付き合うとなると責任とか感じちゃうんですかね。, 今日はいいレースをしたな。
夜すごい落ち込んだんですよね。。, 仕事の教え方がまわりくどい先輩を持つと後輩は苦労するらしい。
よくわからない状況が辛くて。, いい剣てのはたとえ錆び付いてなまくらになってもその芯には決して錆び付かないいい鉄を残すもんだ。
誘っても断られるきっと。, 何にでも妥協できない性格。
彼がこの様な態度になってしまうと未来が怖くなってしまったりしてしまうんです。, あなたと他人は唯一の点で結ばれている。
子供に関心なくて子育て一人で頑張ってて辛くなっちゃって。, 人間は自分の好きなことだと一生懸命になります。その人の長所は何倍にでも伸びる。
会わなくなってしまったんです。, 人生がばらばらの事実や出来事から成り立っていると思うのは誤りである。
今の彼氏と結婚しても平気ですか。, 我々は不幸な人々を叱責する。それは不幸な人々の力になろうと全力を尽くしたからである。
じゃあもう諦めるしかないですね。, 今日私には夢がある。
しかし今日進行流産と診断されました。, 人生楽しんだ者勝ちだよ。
夫にバレたら大変だしね。, 人に接するには必ず深い敬意を持ってせよ。宴楽遊興の時であっても敬意と礼を失ってはならない。
ということはわたしたちがうまくいくことはない。, 女が男から受け取りたい唯一の恋文は男が書くはずもないような手紙だ。
二日酔いってこんなにも辛いんですね︎笑。, 結婚を成功させるには何回も恋に落ちなきゃ。それもいつも同じ人にね。
彼にあいたいと衝動がつらくて。, 恋愛は理性のように永続きしません。
日よりかかってしまいそうやそしたら体だけになってしまうのも嫌やし。, 仕事を辞めるときは死ぬときだと覚悟しています。
歳も歳だしあせりもあって。, 幸福だけの幸福はパンばかりのようなものだ。
やっぱりほっとけなかったです。, 僕が夢見ているのが健常者と障がい者という垣根のないボーダーレスな社会。
それについてなにかいう人もいないのに。, 本当にその状況を改善したいのであれば自分だけでコントロールできる唯一のものに働きかけることである。
私はこれからどうしていけばいいでしょう。, いいときが楽しいのは当たり前。
辛いんですよねなんか。, 成功するまでやり抜くだけ。
好きな人の事ばかり考えてしまって。, 他人の暗示や言葉はあなたを傷つけることはできません。
だってなかなか彼とは繋がらないのでこっちの気持ちが冷めてきてて。, 幸せだから笑うのではない。笑うから幸せなのだ。
彼のことを永遠に信用できないとおもいます。, 人は生まれると必ず死ぬべきものである。彼も死ぬべきなのである。
不安で不安で何も手につきませや。, どんな人でも緊張するので緊張をふせぐには練習を積んで自信をつけるしかないです。
情緒不安定さに私が振り回されてますね笑。, 俺はワンパターンというのが大嫌い。
誘いづらいのかな。, 人生に結末がなかったとしたならば誰が自己の運命に絶望するであろうか。悲哀には同情理性が活動し結果悲劇が焼き滅ぶであろうか!。
ですね新しい職場の同期の女の子に凄いアタックされているようで。, 自分の中になんの基準もなかったら軸がぶれていつまでも方向が定まらず迷走してしまう。
また告白しても迷惑なだけですか。, 私がそばにいることでふたりにへんな噂が流れてまた傷つけるかもしれないって思ってもそれでもどうしてもあきらめられなかった。
ただ人前や大勢の場所学校や職場に行くとうまく自分自身を表現する事ができません。, 僕の夢は一流のプロ野球選手になることです。そのためには中学高校と全国大会にでて活躍しなければなりません。
いない可能性がある。, 愛する者たちに誰が掟を課することができよう。
正直自分がその場にそぐわないな。, 失敗してもその中からいろいろなことを学べるし成功してもその中で反省点や改善点を見つけることができる。
最近ぶつかることが多くて。, 人は誰でもタイムマシンを持っている。過去へは記憶が未来へは希望が連れて行ってくれる。
去年就職試験落とされてしまって。, 何でわかったかというと僕自身自分が聖人だから何しても良いというわけではないということ。
やぱ合わないんかな。我慢してるかな。, 我々はみな生まれたばかりだという感傷をいだきつつこの世を去る。
それで少し怒ったきがした。, 人生なんてくだらないさ。
来月は旅行に行く予定を立てていたのですが仕事だからと無しになりました。, 人生をあまり深刻に考えてはいけません。だって生きたままそこから逃れることは絶対にできないのですから。
彼に対してイライラしてしまい結婚しようか迷ってます。, 我々証券業者は我々の商品についてもっと充分な認識を持たねばならぬと強く思う。
もう自信なくした。, 無我夢中でリストのラカンパネラや愛の夢を弾いた。
それは私も望んでいなくて。, すべての基本は平常心。そして選択の幅を広く持っているほど難局でも明るく前向きに受け入れられるのだと思います。
どうしていったらよいかがよくわからなくなってきました。, 私たち夫婦の間での秘訣はいい距離ですね。価値観は一緒です。
うまく割り切れないです。, 幸福になりたいのだったら人を喜ばすことを勉強したまえ。
なんとも言えません。, 失敗が失敗でないとは限らない。だが失敗に学ぶことのほうがずっと多い。
鬱病らしいんですけど。, 無責任に文句いう奴にはなら自分らやってみぃと言いたい。
付き合いたてなので不安しかないです。, 人に優しくできる人が立派な大人だからね。
最近誰かに振り回されてる感じがしていて辛いです。, 死ねとは言わない私は君を守るだけ。
私の事嫌いなのかな。, 失敗しても良いです。それはほんの少しの引き算にしかなりません。
周囲の目が怖くて仕方ないです自意識過剰なのはわかってるんですけど。, 人間は人生の途中一寸した優しい他人の励ましや情愛の言葉で勇気づけられ自分のささやかなものにも自信を抱くことがあるのだ。
たしかに疲れてるとおもいます。, 幸福他人の不幸を眺めることから生じる快適な感覚。
気持ちと行動が一致しなくなってます。, 人間は自分が思いつかないことには反対します。
やめない方が良いですかね。, 人間は希望さえあれば恐怖には屈しない。
コミュニケーションが弱いのであまり。, 人の値打ちは己の役をどう見つけどう果たすによって決まってしまうよう。
私がイライラしたことを彼にぶつけてしまったことです。, 人間は考える葦というが本当に考えるだけである。
うまく話せなくて。, 人生をあまり深刻に考えてはいけません。だって生きたままそこから逃れることは絶対にできないのですから。
半年前からトラブルになっていて。, 人生は理性の問題でもなければ政治の問題でもない。人間の生き方の問題なのだ。
結婚は出来ないんですね。, 私も今を思いっきり生きる。
断られちゃって誘いにくいなーって。, あなたが何かを信じるとそれはあなたが意識するしないに関わらず心の中で大きな場所を占めるようになります。
もうなんかうっとおしいわ。なんとなく。, 私にとっては頭がよくなり悟りがひらける上に何をしてもうまく行く魔法のような話があります。それは潜在意識に教えられた方法です。
警戒されているんじゃないか。, 人生において一番怖いのはかなえられるはずのない夢がかなえられてしまうことなんだよ。
あまりわからないというのは。, 人間の行動で特にわからんのが自己犠牲というヤツだな。
思い出してると思うのが嫌です。, 私は弱い人間。だけど私は勝ちたい。
彼言葉きつめですからね。, 人生という戦場で味方をさがすのではなく自分自身の力を見いだせますように。
だからダメだって。, 愛は近きより。
ヒステリックで。, 夢で踊るのじゃ!目に見えない大きな夢を踊ろうぜ!。
人と関わることが好きですがしゃべるのが下手で友達もなかなかできません。, 今日を生きるだけで精一杯な人に必ず明日は来ます!と励ましても白々しく聞こえるだけだ。
私はそれが嫌でパートに出て。, 私は私の義務を果たしに来たのではありません。
今なにしてもリアクションないでしょうたぶん。, 死への絶望なしに生への愛はありえない。
前にケンカした時は冷たい態度ぁりました。, 人は誰でも実際に起こらなかったことを思い出にすることもできるものなのです。
今の会社では精神的な消耗が大きくて難しい状況です。, 人間は自分がどうなるかって事さえその時になってみるまでわからんもんです。
人間関係に疲れてきました。, 私の怒りや恨みや欲情も出家する20年前と同じく今でもなくならない。
もう悩んでいるのもしんどくて。, 若い時から生意気やっていたからそれが人気がなくなって仕事下さいって今さら頭下げられない。
もう振り向くことはほぼないですね。, 愛がなくなったら嫌ったりしない。無関心になるの。嫌われてる間はまだ救いがあるってこと。
彼の家庭が最近うまくいっていない気がしています。, 私は純粋にちかづきたい。そして人びとを動揺させたい。
嫌いになったということですか。, 人は挫折や失望する出来事によって死ぬのではなくそれに対する免疫の弱さによって死ぬのだ。
もう私に向いてもらうことは出来ないのでしょうか。, 人間って弱い生きものなんです。弱いから希望を持つ。淡い希望だって知りながら。
そこが一番不安で。, 我々は言う。
ご縁があるか不安で。, 愛と善意を人に与えなさい。あなたは与えた報いを受け取るでしょう。
