input_text,encouragement_text
彼の気持ちが見えないなーってことが心配で。, 他人の意見を聞いて落ち込むより自分の意見を言ってしまった方がいい。
彼の気持ちがよくわからず。, 人は一人ではすべてを背負えないものだよ。
周りになんか言われるのが嫌みたいで。, 私も風があなたを運んできてくれた時から。
会社側からハッキリゆわれるまで転職活動しにくいので。, 失敗が問題なのではなく失敗を劇的なものとしてしてしまった自分の解釈が問題なのだ。
家もなかなか見つからず。, 人は天賦の才を決して私物化してはなりません。むしろ謙虚になり集団のためにその才能を使うべきなのです。
を入れると心配し過ぎている感じがしてい。, あなたの人生を代わりに生きてやる。結婚してください。
私はそこがいちばんいやです。, 他人のアラはよく見え自分のことがまるで見えないのが私たち凡人です。
ここ数年フラれてばかりで恋愛に自信なくしてます。。, 人間は人生の途中一寸した優しい他人の励ましや情愛の言葉で勇気づけられ自分のささやかなものにも自信を抱くことがあるのだ。
友人とも疎遠になりつつあり。, 人間は忍耐を学ぶべきである。
いえ嫌いではありませんが苦手意識があります。, 人生は祭りなんだからもっと楽しまなあかん。
私の事すごく怖いと思いますきらいだとおもうし。, 人生とは素晴らしく興味の多いところです。
やはり不倫ということが頭にあります。, 僕らは流行を作っているのではなく服を作っているのです。
一週間以内に来なかったら諦めたほうがいいということですか。, 俺達は故郷を敵に回す事になる。
いつも済みません。, 私はいつも心に太陽を永遠に持ち続けるぞ!と決めています。
その注意は少し重い感じですか。, 恋をすることは苦しむことだ。
いつも好きな人になかなかすかれないのですが。, 何事も辛いと思うのはその瞬間だけ。
よく意味がわからなくて。, 恋してるわけじゃないよ。僕は先生が歩く道をとっても好きなだけさ。
なんでこうなったかもわからないのにもやもやするし。, 人間は幸福の二倍不幸に遭う。
心が心配でなりません。, 人生を楽しむ秘訣は普通にこだわらないこと。
彼に会ってる体力がないかも。, 何でもチャレンジするのが私は好きなんで。
借金が増える一方で。, 夢もないし予定もないんだけどどうやったら明日の仕事が楽に出来るかなとか。
待ちの姿勢は嫌ですね。, 人生においては抵抗する事柄とはいつまでも縁が切れない。
まだ決心はついてません。, 僕は死なないと思いながら死ぬんだろうな。
最近喧嘩ばかりで。, 人は人生の早い時期に生まれてきた理由を知るのだよ。
言えなかったです。, 失敗や寄り道をしなきゃ見つからないものもある。
私には何も望んで無いでしょうねバツが悪そうだ彼女。, 私には若くして死んでいった人間たちへの責任がある。だから半世紀も作家を続けてこられたのでしょう。
あと彼も未練とかあるでしょうか。, 僕の気持ちとしてはあの場で言わせていただいた通り前に進むだけ。気持ちにブレはありません。
怒っているのですか。, 人ってねさいころと同じだってあるフランス人が言ってるんだ。
愛情はもう薄れてしまっているんですよね。, 我々は結局のところかつてないほど依存し合っている個人個人にすぎませんが同時に根源としての我々自身に投げ戻されています。
追い詰め過ぎですか。。。, 私達はテクロジーと人間を結びつけます。
わたしはきっと自分がきつくなるのは目に見えてる。, 愛は本に書いてある様なドラマティックな展開ばかりではなくてもっと穏やかな日常に潜んでいる物なのかも知れないわね。
なんか彼にとって重くなりたくなくて。, 私には何事も体のほうからやるタイプです。
ちょっとわかりにくいです。, 我々は不幸な人々を叱責する。それは不幸な人々に加担しているだけである。
話すら耳を傾けてくれないんだよ。, 私はずっとネガティブセールスマンだった。
何だか自分に自信がなくて。, 我々が知りうる唯一のことは我々は何も知らないということである。そしてこれが人間というものだ。
束縛が強すぎて。, みんなは自分の本当のことを言わないからさ。
昨日また少しケンカしまして。, 人間の本当の値打ちは地位や権力や財力や名声といった付着物にあるのではなくそれらをすっかり取り去ってしまったところにある。
と言って多分イライラしてるんだろーなって。, あなたの退屈さはあなたが考えているほど強固なものじゃないかもしれないということよ。
何だか彼の気持ちがわからなくなりました。, 夢を信じて疑わない限りそれはスケジュールのひとつにすぎない。
じゃあ私と付き合ったりとかはできないってことですよね。, 自分から動かなきゃ何事も変わらないんだよ。
欲求は叶えられずに仕事だけするのってかなりきつかったです。, 僕の16年の人生であれが一番美味しい夕食だったと思う。
なんか忙しいかなとか気を遣ってしまう自分もいるんですよね笑。, 私は今にいます。
もしあってもなに話していいか分からないし。, 自分の好きなことをやっている人の気持ちに水を差すのはやめよう。
私が負けてるということですか。, 人は天賦の才を決して私物化してはならない。むしろ謙虚になり集団のためにその才能を使うべきだ。
私も自信はないんですが。, 幸せは蝶々に似ている。追いかければ見失ってしまうがじっと座っていれば飛んできて止まるからだ。
怪しい気がして。, 人生に失敗なんてない。あるとしたらたったひとつ。失敗したと思い悩むこと。
その子と付き合って私はいじめにあいました。, やさしいなんて他にほめるところがない人に言うセリフだからな!。
面倒って思われてるのかぁ。, あなたが何かを行うとき簡単にできると自分自身に言い聞かせなさい。そうすればそれは本当に簡単になる。
そんなの無駄だって分かってるから。, 何よりもまず偉大な人物を産み出すことあとのことはそれで確実。
今までお付き合いした事がなくて。恋愛があまりわからないんです。, あなたにめぐりあえなくても私にはあなたがいる。めぐりあうための努力を怠ってはならない。
あんまり合わない。, 結婚というのは永遠の謎をいつまでも問い続ける修行なのだ。
表面的を見てしまいがちなので気をつけなきゃです。, 人生において多くのチャンスに恵まれる人もいれば少ないチャンスしかない人もいるでしょう。
彼女とうまくいってないのかな。, 私たちが持っている本当の唯一の資産は私たちの頭脳だ。
よくわからなくて。, 女は己自身を彼女と呼び己自身を支配する者を彼女と呼ぶ。
今はまだ負担になりますかね。, 自分に対する尊敬というものは自分と世界に対するものだ。
彼に言ってもどうしようも無いのに。, 自分の思い通りに生きたがどうかっていう感覚を持て。
状況を話してくれないから分からないです。, 仕事に支障がないようにしたくて芸能活動を休止したらすぐに手術をしようと決めていました。
会社都合で解雇になってからなかなか再就職が決まりません。, 僕はずっと一人で叫び続けてきたわけ。
前彼ともどってはよくないでしょうか。, 我々の日常というのはその人の心の状態の表現にすぎないと思うのです。
私は疲れてきてます。。, 人間は自分で探し求め発見したことしか長く覚えることはできない。
二年前告白したら先約がいると言われたので不安です。, 人間を深く動かすものは希望より可能性である。
彼も彼女も憎いです。, 幸せが欲しいそれだけがまだなんだ。
明るくむずかしいですね。, 僕はただ明るいだけ。そして神経質なところがある。でもそれが僕だ!。
でも女と出会ってからあからさまに冷たい会ったら。, 恋は1に押し2に押し。押してダメなら引けばいい。
怒られてしまいました。, 自分の人生運転席に座って自分で進んでいきたいんだ。
居心地悪いよね。今は。, すべての行動には責任が伴うと思いなさい。それがなければやる気などうすれているはずです。
なかなか再び近付けなくてこのまま縁が切れてしまわないか心配です。, あなたが黙って立ってゐるとまことに神の造りしものだ。
私もちゃんと言わなきゃだけど逆上するの怖いし。, 本当に1つの選択ミスが流れを変えてしまう。
私私彼にとってダメな人ですか。, 私自身が金持ちかどうかをはっきりと思うのは遅すぎる。
月は彼が忙しいとかぎっくり腰になったとかで。, 他人の心を発見することで人は豊かになる。
ほっとかれすぎるのは寂しいですね笑。, 自分の好きなものを見つけて徹底的にやれ。そうすれば必ず道はある。
私も疲れてますからあちらも疲れてますよね。, 結婚のタイミングは付き合ったその時だけ。
彼もそういう状態のわたしを心配してるのかも。, 何でもいいよ何もいらないよって言われると何もいらなかったり。
職場の人に変に思われてないかな。, 人生は何もないことが当たり前。その中でちょっといいことがあったらそれはもう望外の幸せなんだと思っています。
会いたいとか言って重いとか気持ち悪いとか。, 愛は無償のものと言いますけれどどちらか一方が与えるばかりではいつか枯れてしまいます。
私が店の規律に違反することをしてしまい。, 何事も初めはきまって少数の人によってときにはただひとりでなされた。
私も死にそうなくらい忙しくて辛くて。, 私は自分らしくあるためにそして自分の夢のために戦ってきました。
もらっている生活費の中からだと無認可保育料は高くて厳しいと。, 自分がやりたいことを貫けばいいんじゃないですかね。
わたしが彼の行動にイライラしてしまうことがあって。, 愛と優しさが人間のすべての基本であり基盤だ。
当たりすぎてて怖いです笑。, 僕は自分がいいと思ったものやってみたいと思ったことをやってるだけ。
彼のお母様と会うまでには至らなかったです。, 人間性を見るためにはその人が直接利害関係のない他人をどう扱うかを観察してみれば自ずと人間性が出てくるものだよ。
むこうが結構忙しくて。, 本当に面白いです。競馬の神様がずっと競馬を楽しんできた僕にご褒美をくれたのかな。
彼のご親戚に御不幸があってあえず。, 人間は自分が思いつかないことには反対します。
本音が言えない夫婦だったと思います。, 他人のアラや欠点をべーガンと叱る。
トラブル多くて。, 自分が熱中すればそれがチームメイトに熱く伝わる。
わたしの気持ちがつまらない。, 人生いつ終わっても仕方ない。
いつも同じようなのですが彼と喧嘩のような形になりそうで。, 人には好き嫌いの感情をしばしば善悪の判断とすり替えてしまうクセがある。
彼が私の妊娠を心配しています。, 私が生きられる場はここなのだ!なぜならば私はそのために生まれて来たのだしそのために生きてきたんですもの。
なんなのかわからなくなってきてしまいました。, 今日から楽器に名前つけて楽器のこと好きになる1人が増えることを嬉しく思います。
何が問題なのかわからない感じですもん。, 女には一日一日が全部ですもの。
彼の仕事がなかったらあえます。, 人間にはそれぞれ才能があるというけれどそういうのは嘘だと思う。
日間くらい彼に会えないんです‾᷄‾᷅大丈夫ですかね彼。, 人は夢見れば見るほど信じることが少なくなる。
最近少し閉塞感があります。, 人間は何か一生懸命やり通さなくちゃいけないのさ。
わたしのせいにしてくるので。, 僕は常に走って体幹鍛えて毎日腕立て腹筋背筋100回やっててわざと負けるのはほんまかいなと思ってた。
同居しても彼と喧嘩して居場所のない私は外に出て頭を冷やす事出来ますか。, 君は私の大事な秘密だよ。
それがすごく嫌なんだと思います。, 自分がまだ若い場合赴任して最初にすべきことは人間関係をつくり上げることです。
いじめは社会人になってもですか。, 誰も心配しすぎないっていいことでした。
あとそれに伴いりこんもできず恋愛もうまくいかず。, 私はすべての自分の書物を閉じてしまった。
仕事で関わることもまた少なくなりました。, 我々が死や恐怖に対して恐れをいだくのはそれらを知らないからです。それ以外の何ものでもない。
何度も話し合ったり喧嘩もしましたがだめです。, やっぱりいいランナーというのは試合前になると輝いてくるね。
ちなみに彼が私に対して冷静に判断できないとはどういう意味でしょうか。, 人は自分と違った価値観も許容でき自分と違う意見を受け入れることもできます。
付き合うとなると責任とか感じちゃうんですかね。, 私も今を思いっきり生きる。
夜すごい落ち込んだんですよね。。, 幸せは蝶に似ている。追いかければ見失ってしまうがじっと座っていれば飛んできて止まるからだ。
よくわからない状況が辛くて。, 僕は自分から進んで変人になろうと試みたわけじゃない。
誘っても断られるきっと。, やっぱり優勝したいという気持ちもある。
彼がこの様な態度になってしまうと未来が怖くなってしまったりしてしまうんです。, 人間は希望さえあれば恐怖には屈しない。
子供に関心なくて子育て一人で頑張ってて辛くなっちゃって。, 僕はいつも冒険に満ちた人生を求めている。
会わなくなってしまったんです。, 夢見ることができればそれは実現できるのです。いつだって忘れないでいてほしい――。
今の彼氏と結婚しても平気ですか。, 私はあなたが幸せならいいのです。
じゃあもう諦めるしかないですね。, 今日できることを明日に延ばすな。今日それを片付ければ明日はそれが楽しみになる。
しかし今日進行流産と診断されました。, 人はいつ逝ってしまうかわからない。
夫にバレたら大変だしね。, 幸福を後ろから抱く者は後ろに不幸を抱いている者だ。
ということはわたしたちがうまくいくことはない。, わたしが大富豪になるということは絶対に知られたくないけど。
二日酔いってこんなにも辛いんですね︎笑。, 結婚生活には苦しみや悲しみがつきもの。
彼にあいたいと衝動がつらくて。, あなたは意志の力を持っています。だからあなたは人間なのです。
日よりかかってしまいそうやそしたら体だけになってしまうのも嫌やし。, 他人のフィルターを通さず自分の目で現場を見て情報を集めれば自然と直観力は磨かれていきます。
歳も歳だしあせりもあって。, 何の心配もない世界でのストレスもひずみもない生活を想像するのは心楽しいことかもしれないがこれは怠け者の夢にすぎない。
やっぱりほっとけなかったです。, 私今夜だけは魔女なんだ。
それについてなにかいう人もいないのに。, 人には優しく自分には厳しくよりも人には優しい自分でありたいもの。
私はこれからどうしていけばいいでしょう。, 恋は二人のエゴイズムだ。
辛いんですよねなんか。, 人生はお祭りさ信じようが信じまいがね。
好きな人の事ばかり考えてしまって。, 自分の中では57歳という区切りはいい年齢で悔しい気持ちもありますがそれ以上にもっと人生を楽しんでみたい!という気持ちが強いです。
だってなかなか彼とは繋がらないのでこっちの気持ちが冷めてきてて。, 私がやったことなど誰にもできる事だ。
彼のことを永遠に信用できないとおもいます。, 私が自信を持って出来ることは自分自身であること。たとえ自分という存在がどんな人間であろうとも。
不安で不安で何も手につきませや。, 俺たちは仲間だからさ兄弟みたいなものだからさ。
情緒不安定さに私が振り回されてますね笑。, 他人を変えるのは不可能よ。でも自分を変えることはできるわ。
誘いづらいのかな。, 私はすべての芸術の前では何も賞賛されない。
ですね新しい職場の同期の女の子に凄いアタックされているようで。, どんなに頑張ったところでも未来は何も変わらない。
また告白しても迷惑なだけですか。, 人生は挑戦の連続である。
ただ人前や大勢の場所学校や職場に行くとうまく自分自身を表現する事ができません。, 人はみなさまざまに長ずるところ信ずるところを行えばよいのさ。社会は大きいからあらゆるものを包容して毫も不都合はない。
いない可能性がある。, やっぱりクリエイティブにも基本はあるわけでね思いつきでは困る。
正直自分がその場にそぐわないな。, どんな仕事でもそれに徹すればその仕事を中心に無限といっていいほど広がっていくものだ。
最近ぶつかることが多くて。, 人のためも自分のためも同じことです。すべては自分に戻ってくるんですから。くるくると回ってるんです。
去年就職試験落とされてしまって。, 努力すれば美しくなれる。
やぱ合わないんかな。我慢してるかな。, 何かをやろうとすると必ず反対のドアから叩き落とされる。
それで少し怒ったきがした。, 人間はどうして有限のものばかり追いかけるんだろう。もっと無限のものの追求の喜びを知るべきだ。
来月は旅行に行く予定を立てていたのですが仕事だからと無しになりました。, あなたの未来は今のあなたの心にありそれは習慣によって決まります。
彼に対してイライラしてしまい結婚しようか迷ってます。, 私は職人という言葉が好き。
もう自信なくした。, 自分がまだ若い場合赴任して最初にすべきことは人間関係をつくり上げることです。
それは私も望んでいなくて。, 人生はひとつの挑戦人生を受けて立ちなさい。
どうしていったらよいかがよくわからなくなってきました。, 私はずっと忘れないと心に決めて。
うまく割り切れないです。, 僕はサッカーを始めてからずっと上手くいかないことの方が多かった。
なんとも言えません。, 今日一日の枠の中で生きる習慣を身につけるように心がけるべきでしょう。
鬱病らしいんですけど。, 僕がいつも意識しているのは誰もまだやっていないんじゃないかというものを目指していこうということです。
付き合いたてなので不安しかないです。, 自分の夢を子供に語ってこなかった親は家族の一員ではなく見知らぬ他人だ。
最近誰かに振り回されてる感じがしていて辛いです。, 私の知っていることは誰だって知っていて私には何も教えてくれない。
私の事嫌いなのかな。, 幸福になりたいのだったら人を喜ばすことを勉強したまえ。
周囲の目が怖くて仕方ないです自意識過剰なのはわかってるんですけど。, 人生はちょうど音楽のようなものと悟るべし。
たしかに疲れてるとおもいます。, 私のやった仕事の中で営業は一日に8時間以上やっていたことはない。
気持ちと行動が一致しなくなってます。, どうして日本にはないの何でこんなに高いの何十円で買えるのこんなに旨いの何回も食えるのにどうしてこんなに損しているの。
やめない方が良いですかね。, 君自身の行為や出くわした危険をたくさん度をこえて述べることは避けたほうがよい。
コミュニケーションが弱いのであまり。, 人脈を大事にした方がいいよ。ただこじれさせちゃダメ。
私がイライラしたことを彼にぶつけてしまったことです。, 私は笑いの力を信じている。
うまく話せなくて。, 女を腕の中に抱くとやがて腕にぶらさがられそのうち背負うことになる。
半年前からトラブルになっていて。, 今日がベストっていつも本当に思っている。
結婚は出来ないんですね。, 成功とはどうやって人とうまくやるかということを学ぶことだ。
断られちゃって誘いにくいなーって。, 僕は小説も漫画も書きたいしなんでもやりたい人間。
もうなんかうっとおしいわ。なんとなく。, 失敗を気にしていては何も始まらない。失敗なんて存在しない。
警戒されているんじゃないか。, 自分がどんなに偉い人間かをわかっている人間はほとんどいない。
あまりわからないというのは。, 自分の才能とか努力次第で年齢を重ねていける。
思い出してると思うのが嫌です。, 人間は生き方を変えることができる。
彼言葉きつめですからね。, あなたが知識を増やさないということはおそらく人生を無駄にしているということです。
だからダメだって。, 私たちには今しかない。
ヒステリックで。, どうしようもなく悲しいときは聴きなさい。
人と関わることが好きですがしゃべるのが下手で友達もなかなかできません。, 人は誰でも実際に起こらなかったことを思い出にすることもできるものなのです。
私はそれが嫌でパートに出て。, 夢があるのはステキなことだしすごくラッキーなことだと思うわ。
今なにしてもリアクションないでしょうたぶん。, 自分の直感に頼りつつも用心深く勇気はどんどん出すべきじゃない。
前にケンカした時は冷たい態度ぁりました。, 僕は自分にとってのオタクの部分をビジネスや職業から切り離しちゃいけないと思うんです。
今の会社では精神的な消耗が大きくて難しい状況です。, 自分を信じれないやつになんかに一生懸命になっても何の楽しみもない。
人間関係に疲れてきました。, 自分が自分に対して好きになれなくて嫌いになれなくて泣いているのだとしたらあなたはもう人に心を閉ざしています。
もう悩んでいるのもしんどくて。, 今日はとても良いことがあったのだ。
もう振り向くことはほぼないですね。, 私は今にいます。
彼の家庭が最近うまくいっていない気がしています。, 私は今まで自分が作った音楽を通してたくさんの人から言葉をもらった。良いも悪いも珠玉も怨<unk> も色とりどり。
嫌いになったということですか。, 私が生きている間に何人かだけでも幸せにできたら。
もう私に向いてもらうことは出来ないのでしょうか。, 君が長生きするかどうかは運命にかかっている。だが充実して生きるかどうかは君の魂にかかっていることを誰もが忘れてはならない。
そこが一番不安で。, 僕は自分のことは一向考えもしないで人のことばかりうらやんだり馬鹿にしているやつらをいちいちけなしたりしていられないんだよ。
ご縁があるか不安で。, 人間としてこの世に生まれて一番大切なことは人に好かれようとする心ではないだろうか。
やっぱり放置しとべきですよね。, 成功している人の共通点は感動できる物語を作っていること。
すごく悔しいのですが次の仕事を新たに探すべきか。, 私の事を知ってる人はいるでしょうか今年になって少し影が薄くなってしまった人なんです。
信じられないです✨。, 私は心底反省した。
わからないですよね。, あなたの笑顔は人も自分も助けるよ。
気持ちが読み取りづらいところにうまく自分の気持ちを言えない不安感があります。, どうか記憶をなくさないでください。あなたのしたことは償う必要はありません。
彼に言えなくて。, 他人が我を忘れていても冷静さを保った男のように何がきても激怒しないことだ。
わけがわかりません。, 自分の周りを探せば答えはたいてい見つかる。
